"FdPredatorID","LkupSpeciesID","VLLifeStage","LkupPredator"
"1104","104","Juveniles","7"
"1105","104","Juveniles","29"
"1106","104","Juveniles","44"
"1107","104","Juveniles","86"
"1108","104","Juveniles","212"
"1109","104","Juveniles","140"
"1110","104","Juveniles","188"
"1111","104","Juveniles","214"
"1112","104","Larvae","53"
"1113","104","Larvae","243"
"1114","84","Adults","70"
"1115","84","Adults","227"
"1116","84","Adults","234"
"1117","84","Eggs","152"
"1118","84","Juveniles","29"
"1119","84","Juveniles","44"
"1120","84","Juveniles","86"
"1121","84","Juveniles","212"
"1122","84","Juveniles","140"
"1123","84","Juveniles","188"
"1124","84","Juveniles","214"
"1125","84","Larvae","53"
"1126","84","Larvae","243"
"1127","100","Adults","70"
"1128","100","Adults","193"
"1129","100","Adults","214"
"1130","100","Adults","227"
"1131","100","Adults","234"
"1132","100","Eggs","152"
"1133","100","Juveniles","29"
"1134","100","Juveniles","44"
"1135","100","Juveniles","86"
"1136","100","Juveniles","212"
"1137","100","Juveniles","140"
"1138","100","Juveniles","188"
"1139","100","Juveniles","214"
"1140","100","Larvae","53"
"1141","100","Larvae","243"
"1142","89","Adults","70"
"1143","89","Adults","227"
"1144","89","Adults","234"
"1145","89","Eggs","152"
"1146","89","Juveniles","29"
"1147","89","Juveniles","44"
"1148","89","Juveniles","86"
"1149","89","Juveniles","212"
"1150","89","Juveniles","140"
"1151","89","Juveniles","188"
"1152","89","Juveniles","214"
"1153","89","Larvae","53"
"1154","89","Larvae","243"
"1155","92","Adults","70"
"1156","92","Adults","227"
"1157","92","Adults","234"
"1158","92","Eggs","152"
"1159","92","Juveniles","8"
"1160","92","Juveniles","29"
"1161","92","Juveniles","44"
"1162","92","Juveniles","86"
"1163","92","Juveniles","212"
"1164","92","Juveniles","140"
"1165","92","Juveniles","188"
"1166","92","Juveniles","214"
"1167","92","Larvae","53"
"1168","92","Larvae","243"
"1169","102","Adults","70"
"1170","102","Adults","227"
"1171","102","Adults","234"
"1172","102","Eggs","152"
"1173","102","Juveniles","29"
"1174","102","Juveniles","44"
"1175","102","Juveniles","86"
"1176","102","Juveniles","212"
"1177","102","Juveniles","137"
"1178","102","Juveniles","140"
"1179","102","Juveniles","188"
"1180","102","Juveniles","214"
"1181","102","Larvae","53"
"1182","102","Larvae","243"
"1183","95","Adults","213"
"1184","95","Juveniles","3"
"1185","95","Juveniles","241"
"1186","91","Adults","213"
"1187","91","Adults","241"
"1188","91","Juveniles","3"
"1189","91","Juveniles","241"
"1190","41","Adults","95"
"1191","41","Juveniles","151"
"1192","9","Adults","95"
"1193","9","Adults","127"
"1194","9","Adults","183"
"1195","9","Juveniles","137"
"1196","71","Adults","41"
"1197","71","Adults","73"
"1198","71","Adults","110"
"1199","71","Adults","110"
"1200","71","Adults","123"
"1201","71","Adults","123"
"1202","71","Adults","137"
"1203","71","Adults","163"
"1204","71","Adults","170"
"1205","71","Adults","225"
"1206","71","Juveniles","22"
"1207","71","Juveniles","48"
"1208","71","Juveniles","110"
"1209","71","Juveniles","123"
"1210","71","Juveniles","163"
"1211","71","Juveniles","170"
"1212","111","Adults","95"
"1213","111","Adults","127"
"1214","111","Adults","183"
"1215","111","Adults","188"
"1216","49","Adults","1"
"1217","49","Adults","29"
"1218","49","Adults","227"
"1219","48","Adults","29"
"1220","48","Adults","107"
"1221","48","Adults","115"
"1222","48","Adults","115"
"1223","48","Adults","150"
"1224","48","Adults","157"
"1225","48","Adults","195"
"1226","48","Adults","267"
"1227","48","Eggs","259"
"1228","48","Juveniles","29"
"1229","48","Juveniles","107"
"1230","48","Juveniles","115"
"1231","48","Juveniles","150"
"1232","48","Juveniles","195"
"1233","48","Juveniles","267"
"1234","48","Larvae","29"
"1235","48","Larvae","107"
"1236","48","Larvae","115"
"1237","48","Larvae","150"
"1238","48","Larvae","195"
"1239","48","Larvae","267"
"1240","112","Adults","36"
"1241","112","Adults","37"
"1242","112","Adults","126"
"1243","112","Adults","135"
"1244","112","Adults","135"
"1245","112","Adults","244"
"1246","112","Adults","187"
"1247","112","Adults","269"
"1248","112","Eggs","152"
"1249","112","Juveniles","200"
"1250","112","Juveniles","213"
"1251","112","Juveniles","283"
"1252","112","Larvae","152"
"1253","113","Adults","154"
"1254","113","Eggs","152"
"1255","113","Larvae","152"
"1256","108","Adults","130"
"1257","108","Adults","150"
"1258","15","Adults","13"
"1259","15","Adults","16"
"1260","15","Adults","41"
"1261","15","Adults","47"
"1262","15","Adults","59"
"1263","15","Adults","72"
"1264","15","Adults","138"
"1265","15","Adults","168"
"1266","15","Adults","177"
"1267","15","Adults","212"
"1268","118","Juveniles","35"
"1269","118","Juveniles","123"
"1270","118","Juveniles","159"
"1271","117","Juveniles","35"
"1272","117","Juveniles","123"
"1273","117","Juveniles","159"
"1274","47","Adults","18"
"1275","47","Adults","29"
"1276","47","Adults","54"
"1277","47","Adults","69"
"1278","47","Adults","84"
"1279","47","Adults","84"
"1280","47","Adults","86"
"1281","47","Adults","90"
"1282","47","Adults","90"
"1283","47","Adults","109"
"1284","47","Adults","110"
"1285","47","Adults","112"
"1286","47","Adults","115"
"1287","47","Adults","115"
"1288","47","Adults","140"
"1289","47","Adults","150"
"1290","47","Adults","155"
"1291","47","Adults","160"
"1292","47","Adults","165"
"1293","47","Adults","169"
"1294","47","Adults","173"
"1295","47","Adults","188"
"1296","47","Adults","196"
"1297","47","Adults","197"
"1298","47","Adults","214"
"1299","47","Adults","214"
"1300","47","Adults","214"
"1301","47","Adults","225"
"1302","47","Adults","227"
"1303","47","Adults","250"
"1304","47","Adults","253"
"1305","47","Adults","262"
"1306","47","Adults","263"
"1307","47","Adults","263"
"1308","47","Adults","263"
"1309","47","Adults","276"
"1310","47","Eggs","29"
"1311","47","Juveniles","29"
"1312","47","Juveniles","150"
"1313","47","Juveniles","195"
"1314","47","Larvae","29"
"1315","120","Eggs","152"
"1316","120","Larvae","152"
"1317","123","Adults","118"
"1318","123","Adults","233"
"1319","123","Eggs","152"
"1320","123","Juveniles","135"
"1321","123","Juveniles","232"
"1322","123","Juveniles","244"
"1323","123","Larvae","152"
"1324","16","Adults","81"
"1325","16","Eggs","152"
"1326","16","Larvae","152"
"1327","31","Adults","123"
"1328","31","Adults","287"
"1329","31","Juveniles","123"
"1330","31","Juveniles","287"
"1331","115","Adults","44"
"1332","115","Adults","98"
"1333","115","Adults","193"
"1334","115","Eggs","10"
"1335","60","Adults","154"
