"year","filename","region","port_complex","species","landings_n"
2008,"landings08_cpfv2.pdf","Southern","Oceanside-Dana Harbor","Rockfishes, unspecified",15373
2008,"landings08_cpfv2.pdf","Southern","Oceanside-Dana Harbor","Salmon, king (Chinook)",0
2008,"landings08_cpfv2.pdf","Southern","Oceanside-Dana Harbor","Sanddab",2419
2008,"landings08_cpfv2.pdf","Southern","Oceanside-Dana Harbor","Scorpionfish, California",11192
2008,"landings08_cpfv2.pdf","Southern","Oceanside-Dana Harbor","Seabass, white",54
2008,"landings08_cpfv2.pdf","Southern","Oceanside-Dana Harbor","Shark, unspecified",86
2008,"landings08_cpfv2.pdf","Southern","Oceanside-Dana Harbor","Sheephead, California",1827
2008,"landings08_cpfv2.pdf","Southern","Oceanside-Dana Harbor","Sturgeon, unspecified",0
2008,"landings08_cpfv2.pdf","Southern","Oceanside-Dana Harbor","Tuna, albacore",822
2008,"landings08_cpfv2.pdf","Southern","Oceanside-Dana Harbor","Whitefish, ocean",2571
2008,"landings08_cpfv2.pdf","Southern","Oceanside-Dana Harbor","Yellowtail",1549
2009,"landings09_cpfv1.pdf","Southern","Oceanside-Dana Harbor","Barracuda, California",4219
2009,"landings09_cpfv1.pdf","Southern","Oceanside-Dana Harbor","Bass, barred sand",22045
2009,"landings09_cpfv1.pdf","Southern","Oceanside-Dana Harbor","Bass, kelp (calico)",37933
2009,"landings09_cpfv1.pdf","Southern","Oceanside-Dana Harbor","Bass, striped",0
2009,"landings09_cpfv1.pdf","Southern","Oceanside-Dana Harbor","Bonito, Pacific",2001
2009,"landings09_cpfv1.pdf","Southern","Oceanside-Dana Harbor","Cabezon",14
2009,"landings09_cpfv1.pdf","Southern","Oceanside-Dana Harbor","Croaker, white",10
2009,"landings09_cpfv1.pdf","Southern","Oceanside-Dana Harbor","Fishes, unspecified",3607
2009,"landings09_cpfv1.pdf","Southern","Oceanside-Dana Harbor","Flatfishes, unspecified",9
2009,"landings09_cpfv1.pdf","Southern","Oceanside-Dana Harbor","Greenling, kelp",0
2009,"landings09_cpfv1.pdf","Southern","Oceanside-Dana Harbor","Halibut, California",321
2009,"landings09_cpfv1.pdf","Southern","Oceanside-Dana Harbor","Invertebrates, unspecified",79
2009,"landings09_cpfv1.pdf","Southern","Oceanside-Dana Harbor","Lingcod",26
2009,"landings09_cpfv1.pdf","Southern","Oceanside-Dana Harbor","Mackerel, jack",116
2009,"landings09_cpfv1.pdf","Southern","Oceanside-Dana Harbor","Mackerel, Pacific",6039
2009,"landings09_cpfv1.pdf","Southern","Oceanside-Dana Harbor","Other highly migratory spp",3328
2009,"landings09_cpfv1.pdf","Southern","Oceanside-Dana Harbor","Rockfish, blue",25
2009,"landings09_cpfv1.pdf","Southern","Oceanside-Dana Harbor","Rockfish, canary",3
2009,"landings09_cpfv1.pdf","Southern","Oceanside-Dana Harbor","Rockfish, copper",72
2009,"landings09_cpfv1.pdf","Southern","Oceanside-Dana Harbor","Rockfish, gopher",87
2009,"landings09_cpfv1.pdf","Southern","Oceanside-Dana Harbor","Rockfish, yelloweye",0
2009,"landings09_cpfv1.pdf","Southern","Oceanside-Dana Harbor","Rockfishes, unspecified",9891
2009,"landings09_cpfv1.pdf","Southern","Oceanside-Dana Harbor","Salmon, king (Chinook)",0
2009,"landings09_cpfv1.pdf","Southern","Oceanside-Dana Harbor","Sanddab",3113
2009,"landings09_cpfv1.pdf","Southern","Oceanside-Dana Harbor","Scorpionfish, California",10933
2009,"landings09_cpfv1.pdf","Southern","Oceanside-Dana Harbor","Seabass, white",87
2009,"landings09_cpfv1.pdf","Southern","Oceanside-Dana Harbor","Shark, unspecified",62
2009,"landings09_cpfv1.pdf","Southern","Oceanside-Dana Harbor","Sheephead, California",2554
2009,"landings09_cpfv1.pdf","Southern","Oceanside-Dana Harbor","Sturgeon, unspecified",0
2009,"landings09_cpfv1.pdf","Southern","Oceanside-Dana Harbor","Tuna, albacore",554
2009,"landings09_cpfv1.pdf","Southern","Oceanside-Dana Harbor","Whitefish, ocean",2416
2009,"landings09_cpfv1.pdf","Southern","Oceanside-Dana Harbor","Yellowtail",904
2010,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Barracuda, California",710
2010,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Bass, barred sand",15619
2010,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Bass, kelp (calico)",31071
2010,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Bass, striped",0
2010,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Bonito, Pacific",2862
2010,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Cabezon",26
2010,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Croaker, white",28
2010,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Fishes, unspecified",3715
2010,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Flatfishes, unspecified",8
2010,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Greenling, kelp",0
2010,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Halibut, California",212
2010,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Invertebrates, unspecified",4069
2010,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Lingcod",20
2010,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Mackerel, jack",123
2010,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Mackerel, Pacific",5965
2010,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Other highly migratory spp",68
2010,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Rockfish, blue",3
2010,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Rockfish, canary",10
2010,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Rockfish, copper",38
2010,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Rockfish, gopher",96
2010,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Rockfish, yelloweye",0
2010,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Rockfishes, unspecified",9757
2010,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Salmon, king (Chinook)",0
2010,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Sanddab",1552
2010,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Scorpionfish, California",7170
2010,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Seabass, white",49
2010,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Shark, unspecified",76
2010,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Sheephead, California",2079
2010,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Sturgeon, unspecified",0
2010,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Tuna, albacore",444
2010,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Whitefish, ocean",1812
2010,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Yellowtail",150
2011,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Barracuda, California",2608
2011,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Bass, barred sand",16156
2011,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Bass, kelp (calico)",37456
2011,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Bass, striped",0
2011,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Bonito, Pacific",1037
2011,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Cabezon",74
2011,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Croaker, white",35
2011,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Fishes, unspecified",3443
2011,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Flatfishes, unspecified",136
2011,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Greenling, kelp",0
2011,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Halibut, California",350
2011,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Invertebrates, unspecified",5161
2011,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Lingcod",44
2011,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Mackerel, jack",602
2011,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Mackerel, Pacific",5047
2011,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Other highly migratory spp",152
2011,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Rockfish, blue",4
2011,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Rockfish, canary",0
2011,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Rockfish, copper",257
2011,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Rockfish, gopher",44
2011,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Rockfish, yelloweye",0
2011,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Rockfishes, unspecified",14569
2011,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Salmon, king (Chinook)",0
2011,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Sanddab",5199
2011,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Scorpionfish, California",6165
2011,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Seabass, white",37
2011,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Shark, unspecified",119
2011,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Sheephead, California",2744
2011,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Sturgeon, unspecified",0
2011,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Tuna, albacore",1
2011,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Whitefish, ocean",1181
2011,"CPFV Annual Report - Page 1.pdf","Southern","Oceanside-Dana Harbor","Yellowtail",162
2012,"CPFV ANNUAL 2.pdf","Southern","Oceanside-Dana Harbor","Barracuda, California",810
2012,"CPFV ANNUAL 2.pdf","Southern","Oceanside-Dana Harbor","Bass, barred sand",10024
2012,"CPFV ANNUAL 2.pdf","Southern","Oceanside-Dana Harbor","Bass, kelp (calico)",33704
2012,"CPFV ANNUAL 2.pdf","Southern","Oceanside-Dana Harbor","Bass, striped",0
2012,"CPFV ANNUAL 2.pdf","Southern","Oceanside-Dana Harbor","Bonito, Pacific",34
2012,"CPFV ANNUAL 2.pdf","Southern","Oceanside-Dana Harbor","Cabezon",41
2012,"CPFV ANNUAL 2.pdf","Southern","Oceanside-Dana Harbor","Croaker, white",42
2012,"CPFV ANNUAL 2.pdf","Southern","Oceanside-Dana Harbor","Fishes, unspecified",4455
2012,"CPFV ANNUAL 2.pdf","Southern","Oceanside-Dana Harbor","Flatfishes, unspecified",20
2012,"CPFV ANNUAL 2.pdf","Southern","Oceanside-Dana Harbor","Greenling, kelp",0
2012,"CPFV ANNUAL 2.pdf","Southern","Oceanside-Dana Harbor","Halibut, California",266
2012,"CPFV ANNUAL 2.pdf","Southern","Oceanside-Dana Harbor","Invertebrates, unspecified",6
2012,"CPFV ANNUAL 2.pdf","Southern","Oceanside-Dana Harbor","Lingcod",30
2012,"CPFV ANNUAL 2.pdf","Southern","Oceanside-Dana Harbor","Mackerel, jack",171
2012,"CPFV ANNUAL 2.pdf","Southern","Oceanside-Dana Harbor","Mackerel, Pacific",3390
2012,"CPFV ANNUAL 2.pdf","Southern","Oceanside-Dana Harbor","Other highly migratory spp",723
2012,"CPFV ANNUAL 2.pdf","Southern","Oceanside-Dana Harbor","Rockfish, blue",6
2012,"CPFV ANNUAL 2.pdf","Southern","Oceanside-Dana Harbor","Rockfish, canary",26
2012,"CPFV ANNUAL 2.pdf","Southern","Oceanside-Dana Harbor","Rockfish, copper",190
2012,"CPFV ANNUAL 2.pdf","Southern","Oceanside-Dana Harbor","Rockfish, gopher",65
2012,"CPFV ANNUAL 2.pdf","Southern","Oceanside-Dana Harbor","Rockfish, yelloweye",0
2012,"CPFV ANNUAL 2.pdf","Southern","Oceanside-Dana Harbor","Rockfishes, unspecified",22280
2012,"CPFV ANNUAL 2.pdf","Southern","Oceanside-Dana Harbor","Salmon, king (Chinook)",0
2012,"CPFV ANNUAL 2.pdf","Southern","Oceanside-Dana Harbor","Sanddab",10430
2012,"CPFV ANNUAL 2.pdf","Southern","Oceanside-Dana Harbor","Scorpionfish, California",4701
2012,"CPFV ANNUAL 2.pdf","Southern","Oceanside-Dana Harbor","Seabass, white",38
2012,"CPFV ANNUAL 2.pdf","Southern","Oceanside-Dana Harbor","Shark, unspecified",165
2012,"CPFV ANNUAL 2.pdf","Southern","Oceanside-Dana Harbor","Sheephead, California",2545
2012,"CPFV ANNUAL 2.pdf","Southern","Oceanside-Dana Harbor","Sturgeon, unspecified",0
2012,"CPFV ANNUAL 2.pdf","Southern","Oceanside-Dana Harbor","Tuna, albacore",14
2012,"CPFV ANNUAL 2.pdf","Southern","Oceanside-Dana Harbor","Whitefish, ocean",1425
2012,"CPFV ANNUAL 2.pdf","Southern","Oceanside-Dana Harbor","Yellowtail",900
2013,"CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Barracuda, California",1355
2013,"CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Bass, barred sand",5292
2013,"CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Bass, kelp (calico)",7557
2013,"CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Bass, striped",0
2013,"CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Bonito, Pacific",351
2013,"CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Cabezon",82
2013,"CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Croaker, white",61
2013,"CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Fishes, unspecified",3620
2013,"CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Flatfishes, unspecified",13
2013,"CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Greenling, kelp",0
2013,"CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Halibut, California",147
2013,"CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Invertebrates, unspecified",10832
2013,"CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Lingcod",53
2013,"CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Mackerel, jack",54
2013,"CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Mackerel, Pacific",4455
2013,"CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Other highly migratory spp",559
2013,"CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Rockfish, blue",13
2013,"CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Rockfish, canary",4
2013,"CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Rockfish, copper",687
2013,"CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Rockfish, gopher",135
2013,"CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Rockfish, yelloweye",8
2013,"CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Rockfishes, unspecified",43676
2013,"CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Salmon, king (Chinook)",1
2013,"CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Sanddab",20435
2013,"CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Scorpionfish, California",7057
2013,"CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Seabass, white",56
2013,"CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Shark, unspecified",217
2013,"CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Sheephead, California",1878
2013,"CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Tuna, albacore",0
2013,"CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Whitefish, ocean",2008
2013,"CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Yellowtail",1695
2014,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Barracuda, California",2044
2014,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Bass, barred sand",4499
2014,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Bass, kelp (calico)",17399
2014,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Bass, striped",0
2014,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Bonito, Pacific",9680
2014,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Cabezon",27
2014,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Croaker, white",3
2014,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Fishes, unspecified",1403
2014,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Flatfishes, unspecified",67
2014,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Halibut, California",118
2014,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Invertebrates, unspecified",212
2014,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Lingcod",30
2014,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Mackerel, jack",5
2014,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Mackerel, Pacific",5123
2014,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Other highly migratory spp",11295
2014,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Rockfish, blue",49
2014,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Rockfish, canary",0
2014,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Rockfish, copper",442
2014,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Rockfish, gopher",15
2014,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Rockfishes, unspecified",25122
2014,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Sanddab",6887
2014,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Scorpionfish, California",4778
2014,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Seabass, white",103
2014,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Shark, unspecified",37
2014,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Sheephead, California",1705
2014,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Tuna, albacore",0
2014,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Whitefish, ocean",1718
2014,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Yellowtail",8592
2015,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Barracuda, California",427
2015,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Bass, barred sand",4438
2015,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Bass, kelp (calico)",24552
2015,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Bass, striped",0
2015,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Bonito, Pacific",8746
2015,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Cabezon",11
2015,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Croaker, white",3
2015,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Fishes, unspecified",1331
2015,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Flatfishes, unspecified",17
2015,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Greenling, kelp",0
2015,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Halibut, California",68
2015,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Invertebrates, unspecified",553
2015,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Lingcod",53
2015,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Mackerel, jack",30
2015,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Mackerel, Pacific",3761
2015,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Other highly migratory spp",21989
2015,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Rockfish, blue",48
2015,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Rockfish, canary",0
2015,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Rockfish, copper",256
2015,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Rockfish, gopher",24
2015,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Rockfish, yelloweye",0
2015,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Rockfishes, unspecified",24664
2015,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Sanddab",3864
2015,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Scorpionfish, California",3349
2015,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Seabass, white",45
2015,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Shark, unspecified",17
2015,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Sheephead, California",1629
2015,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Tuna, albacore",0
2015,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Whitefish, ocean",2493
2015,"Annual CPFV 2.pdf","Southern","Oceanside-Dana Harbor","Yellowtail",12350
2016,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Barracuda, California",310
2016,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Bass, barred sand",2582
2016,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Bass, kelp (calico)",23839
2016,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Bass, striped",0
2016,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Bonito, Pacific",5133
2016,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Cabezon",0
2016,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Croaker, white",6
2016,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Fishes, unspecified",2977
2016,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Flatfishes, unspecified",365
2016,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Halibut, California",55
2016,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Invertebrates, unspecified",227
2016,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Lingcod",61
2016,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Mackerel, jack",30
2016,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Mackerel, Pacific",2382
2016,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Other highly migratory spp",2659
2016,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Rockfish, blue",21
2016,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Rockfish, canary",73
2016,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Rockfish, copper",480
2016,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Rockfish, gopher",44
2016,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Rockfishes, unspecified",36183
2016,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Salmon, king (Chinook)",1
2016,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Sanddab",8428
2016,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Scorpionfish, California",10680
2016,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Seabass, white",24
2016,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Shark, unspecified",33
2016,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Sheephead, California",2488
2016,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Tuna, albacore",0
2016,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Whitefish, ocean",3321
2016,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Yellowtail",3612
2017,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Barracuda, California",330
2017,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Bass, barred sand",2867
2017,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Bass, kelp (calico)",13756
2017,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Bass, striped",0
2017,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Bonito, Pacific",9891
2017,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Cabezon",3
2017,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Croaker, white",1
2017,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Fishes, unspecified",1994
2017,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Flatfishes, unspecified",212
2017,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Greenling, kelp",17
2017,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Halibut, California",128
2017,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Invertebrates, unspecified",83
2017,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Lingcod",144
2017,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Mackerel, jack",176
2017,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Mackerel, Pacific",8842
2017,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Other highly migratory spp",3008
2017,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Rockfish, blue",6
2017,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Rockfish, canary",1
2017,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Rockfish, copper",440
2017,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Rockfish, gopher",11
2017,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Rockfishes, unspecified",32687
2017,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Sanddab",12869
2017,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Scorpionfish, California",9788
2017,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Seabass, white",21
2017,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Shark, unspecified",40
2017,"AnnualPortSideLogReport.pdf","Southern","Oceanside-Dana Harbor","Sheephead, California",2363
