"source","table","category","species","year","landings_lb","value_usd"
"FB 181","Table 4b","Rockfish","Rockfish, unspecified",1998,3019771,1546531
"FB 181","Table 4b","Rockfish","Rockfish, unspecified",1999,635388,424966
"FB 181","Table 4b","Rockfish","Rockfish, vermilion",1987,42,25
"FB 181","Table 4b","Rockfish","Rockfish, vermilion",1988,66,53
"FB 181","Table 4b","Rockfish","Rockfish, vermilion",1989,540,384
"FB 181","Table 4b","Rockfish","Rockfish, vermilion",1990,102,85
"FB 181","Table 4b","Rockfish","Rockfish, vermilion",1991,1591,1161
"FB 181","Table 4b","Rockfish","Rockfish, vermilion",1992,2167,1206
"FB 181","Table 4b","Rockfish","Rockfish, vermilion",1993,2277,2009
"FB 181","Table 4b","Rockfish","Rockfish, vermilion",1994,48690,42746
"FB 181","Table 4b","Rockfish","Rockfish, vermilion",1995,46501,43232
"FB 181","Table 4b","Rockfish","Rockfish, vermilion",1996,30819,28608
"FB 181","Table 4b","Rockfish","Rockfish, vermilion",1997,32021,31460
"FB 181","Table 4b","Rockfish","Rockfish, vermilion",1998,22659,26472
"FB 181","Table 4b","Rockfish","Rockfish, vermilion",1999,23347,35424
"FB 181","Table 4b","Rockfish","Rockfish, widow",1987,4684568,1540747
"FB 181","Table 4b","Rockfish","Rockfish, widow",1988,3759179,1109186
"FB 181","Table 4b","Rockfish","Rockfish, widow",1989,3486417,916231
"FB 181","Table 4b","Rockfish","Rockfish, widow",1990,4190872,1135405
"FB 181","Table 4b","Rockfish","Rockfish, widow",1991,2536781,723601
"FB 181","Table 4b","Rockfish","Rockfish, widow",1992,2392724,714845
"FB 181","Table 4b","Rockfish","Rockfish, widow",1993,2560432,775457
"FB 181","Table 4b","Rockfish","Rockfish, widow",1994,2015399,693815
"FB 181","Table 4b","Rockfish","Rockfish, widow",1995,3741581,1348173
"FB 181","Table 4b","Rockfish","Rockfish, widow",1996,3106827,1050573
"FB 181","Table 4b","Rockfish","Rockfish, widow",1997,3088267,1036202
"FB 181","Table 4b","Rockfish","Rockfish, widow",1998,2140151,890565
"FB 181","Table 4b","Rockfish","Rockfish, widow",1999,1410627,609988
"FB 181","Table 4b","Rockfish","Rockfish, yelloweye",1987,51291,32717
"FB 181","Table 4b","Rockfish","Rockfish, yelloweye",1988,35670,23221
"FB 181","Table 4b","Rockfish","Rockfish, yelloweye",1989,49631,32650
"FB 181","Table 4b","Rockfish","Rockfish, yelloweye",1990,86607,70334
"FB 181","Table 4b","Rockfish","Rockfish, yelloweye",1991,86866,70694
"FB 181","Table 4b","Rockfish","Rockfish, yelloweye",1992,64620,55553
"FB 181","Table 4b","Rockfish","Rockfish, yelloweye",1993,40158,36919
"FB 181","Table 4b","Rockfish","Rockfish, yelloweye",1994,56754,60035
"FB 181","Table 4b","Rockfish","Rockfish, yelloweye",1995,66949,87698
"FB 181","Table 4b","Rockfish","Rockfish, yelloweye",1996,99667,133270
"FB 181","Table 4b","Rockfish","Rockfish, yelloweye",1997,92249,117986
"FB 181","Table 4b","Rockfish","Rockfish, yelloweye",1998,38202,50851
"FB 181","Table 4b","Rockfish","Rockfish, yelloweye",1999,21106,37294
"FB 181","Table 4b","Rockfish","Rockfish, yellowtail",1987,183285,89996
"FB 181","Table 4b","Rockfish","Rockfish, yellowtail",1988,216017,94656
"FB 181","Table 4b","Rockfish","Rockfish, yellowtail",1989,48200,21749
"FB 181","Table 4b","Rockfish","Rockfish, yellowtail",1990,205446,88929
"FB 181","Table 4b","Rockfish","Rockfish, yellowtail",1991,294035,117302
"FB 181","Table 4b","Rockfish","Rockfish, yellowtail",1992,430696,182988
"FB 181","Table 4b","Rockfish","Rockfish, yellowtail",1993,251775,103278
"FB 181","Table 4b","Rockfish","Rockfish, yellowtail",1994,543557,248330
"FB 181","Table 4b","Rockfish","Rockfish, yellowtail",1995,533686,249965
"FB 181","Table 4b","Rockfish","Rockfish, yellowtail",1996,465389,208571
"FB 181","Table 4b","Rockfish","Rockfish, yellowtail",1997,547713,274270
"FB 181","Table 4b","Rockfish","Rockfish, yellowtail",1998,755097,396270
"FB 181","Table 4b","Rockfish","Rockfish, yellowtail",1999,231128,126865
"FB 181","Table 4c","Crustaceans","Barnacle",1988,2,4
"FB 181","Table 4c","Crustaceans","Barnacle",1996,0.4,20
"FB 181","Table 4c","Crustaceans","Crab, box",1987,130,88
"FB 181","Table 4c","Crustaceans","Crab, box",1988,67,32
"FB 181","Table 4c","Crustaceans","Crab, box",1989,314,191
"FB 181","Table 4c","Crustaceans","Crab, box",1990,53,46
"FB 181","Table 4c","Crustaceans","Crab, box",1991,384,604
"FB 181","Table 4c","Crustaceans","Crab, box",1993,110,140
"FB 181","Table 4c","Crustaceans","Crab, box",1994,2419,2852
"FB 181","Table 4c","Crustaceans","Crab, box",1995,82,79
"FB 181","Table 4c","Crustaceans","Crab, box",1996,2309,1326
"FB 181","Table 4c","Crustaceans","Crab, box",1997,5544,5706
"FB 181","Table 4c","Crustaceans","Crab, box",1998,5676,4722
"FB 181","Table 4c","Crustaceans","Crab, box",1999,6709,7804
"FB 181","Table 4c","Crustaceans","Crab, brown rock",1996,942,942
"FB 181","Table 4c","Crustaceans","Crab, brown rock",1997,3977,2651
"FB 181","Table 4c","Crustaceans","Crab, brown rock",1998,491,491
"FB 181","Table 4c","Crustaceans","Crab, brown rock",1999,929,557
"FB 181","Table 4c","Crustaceans","Crab, claws",1987,82931,47536
"FB 181","Table 4c","Crustaceans","Crab, claws",1988,96471,29434
"FB 181","Table 4c","Crustaceans","Crab, claws",1989,76090,45299
"FB 181","Table 4c","Crustaceans","Crab, claws",1990,64856,19382
"FB 181","Table 4c","Crustaceans","Crab, claws",1991,28805,7733
"FB 181","Table 4c","Crustaceans","Crab, claws",1992,27368,8585
"FB 181","Table 4c","Crustaceans","Crab, claws",1993,19482,5284
"FB 181","Table 4c","Crustaceans","Crab, claws",1994,4423,4299
"FB 181","Table 4c","Crustaceans","Crab, claws",1995,3812,3172
"FB 181","Table 4c","Crustaceans","Crab, claws",1996,6490,6924
"FB 181","Table 4c","Crustaceans","Crab, claws",1997,4958,5079
"FB 181","Table 4c","Crustaceans","Crab, claws",1998,5447,5374
"FB 181","Table 4c","Crustaceans","Crab, claws",1999,3347,4235
"FB 181","Table 4c","Crustaceans","Crab, Dungeness",1987,6857070,9715352
"FB 181","Table 4c","Crustaceans","Crab, Dungeness",1988,11297696,14856839
"FB 181","Table 4c","Crustaceans","Crab, Dungeness",1989,5718017,7648592
"FB 181","Table 4c","Crustaceans","Crab, Dungeness",1990,10369518,16275391
"FB 181","Table 4c","Crustaceans","Crab, Dungeness",1991,4246044,6800726
"FB 181","Table 4c","Crustaceans","Crab, Dungeness",1992,8327150,10722225
"FB 181","Table 4c","Crustaceans","Crab, Dungeness",1993,11958438,13225576
"FB 181","Table 4c","Crustaceans","Crab, Dungeness",1994,13488794,18564551
"FB 181","Table 4c","Crustaceans","Crab, Dungeness",1995,9237245,14650778
"FB 181","Table 4c","Crustaceans","Crab, Dungeness",1996,12333218,17229688
"FB 181","Table 4c","Crustaceans","Crab, Dungeness",1997,9912147,18684054
"FB 181","Table 4c","Crustaceans","Crab, Dungeness",1998,10693094,19938753
"FB 181","Table 4c","Crustaceans","Crab, Dungeness",1999,8717607,17131220
"FB 181","Table 4c","Crustaceans","Crab, king",1987,138,116
"FB 181","Table 4c","Crustaceans","Crab, king",1988,687,437
"FB 181","Table 4c","Crustaceans","Crab, king",1989,154,142
"FB 181","Table 4c","Crustaceans","Crab, king",1990,110,77
"FB 181","Table 4c","Crustaceans","Crab, king",1991,275,275
"FB 181","Table 4c","Crustaceans","Crab, king",1992,29,41
"FB 181","Table 4c","Crustaceans","Crab, king",1993,88,259
"FB 181","Table 4c","Crustaceans","Crab, king",1994,313,542
"FB 181","Table 4c","Crustaceans","Crab, king",1995,115,217
"FB 181","Table 4c","Crustaceans","Crab, king",1996,481,763
"FB 181","Table 4c","Crustaceans","Crab, king",1997,22,44
"FB 181","Table 4c","Crustaceans","Crab, king",1998,229,456
"FB 181","Table 4c","Crustaceans","Crab, king",1999,483,976
"FB 181","Table 4c","Crustaceans","Crab, pelagic red",1999,2,1
"FB 181","Table 4c","Crustaceans","Crab, red rock",1995,21,23
"FB 181","Table 4c","Crustaceans","Crab, red rock",1996,20612,22944
"FB 181","Table 4c","Crustaceans","Crab, red rock",1997,20702,21839
"FB 181","Table 4c","Crustaceans","Crab, red rock",1998,27626,31561
"FB 181","Table 4c","Crustaceans","Crab, red rock",1999,1308,1055
"FB 181","Table 4c","Crustaceans","Crab, rock unspecified",1987,1567101,1480488
"FB 181","Table 4c","Crustaceans","Crab, rock unspecified",1988,1239273,1202763
"FB 181","Table 4c","Crustaceans","Crab, rock unspecified",1989,1309975,1305472
"FB 181","Table 4c","Crustaceans","Crab, rock unspecified",1990,1789198,1819480
"FB 181","Table 4c","Crustaceans","Crab, rock unspecified",1991,1623381,1679537
"FB 181","Table 4c","Crustaceans","Crab, rock unspecified",1992,1468309,1544544
"FB 181","Table 4c","Crustaceans","Crab, rock unspecified",1993,1287378,1333647
"FB 181","Table 4c","Crustaceans","Crab, rock unspecified",1994,1002373,1051492
"FB 181","Table 4c","Crustaceans","Crab, rock unspecified",1995,935535,1103204
"FB 181","Table 4c","Crustaceans","Crab, rock unspecified",1996,1043165,1222919
"FB 181","Table 4c","Crustaceans","Crab, rock unspecified",1997,1181150,1368883
"FB 181","Table 4c","Crustaceans","Crab, rock unspecified",1998,1239905,1446998
"FB 181","Table 4c","Crustaceans","Crab, rock unspecified",1999,796366,1015118
"FB 181","Table 4c","Crustaceans","Crab, sand",1987,50,60
"FB 181","Table 4c","Crustaceans","Crab, sand",1988,5,6
"FB 181","Table 4c","Crustaceans","Crab, sand",1990,798,439
"FB 181","Table 4c","Crustaceans","Crab, sand",1991,96,48
"FB 181","Table 4c","Crustaceans","Crab, sand",1992,57,56
"FB 181","Table 4c","Crustaceans","Crab, sand",1993,1072,789
"FB 181","Table 4c","Crustaceans","Crab, sand",1994,127,315
"FB 181","Table 4c","Crustaceans","Crab, sand",1995,51,1275
"FB 181","Table 4c","Crustaceans","Crab, sand",1996,5,6
"FB 181","Table 4c","Crustaceans","Crab, sand",1997,216,426
"FB 181","Table 4c","Crustaceans","Crab, sand",1998,3,34
"FB 181","Table 4c","Crustaceans","Crab, sand",1999,110,144
"FB 181","Table 4c","Crustaceans","Crab, shore",1987,8,140
"FB 181","Table 4c","Crustaceans","Crab, shore",1994,8272,11498
"FB 181","Table 4c","Crustaceans","Crab, shore",1995,40,40
"FB 181","Table 4c","Crustaceans","Crab, shore",1998,12,12
"FB 181","Table 4c","Crustaceans","Crab, shore",1999,926,1243
"FB 181","Table 4c","Crustaceans","Crab, spider",1987,99546,49997
"FB 181","Table 4c","Crustaceans","Crab, spider",1988,107569,58579
"FB 181","Table 4c","Crustaceans","Crab, spider",1989,70057,42072
"FB 181","Table 4c","Crustaceans","Crab, spider",1990,93444,60042
"FB 181","Table 4c","Crustaceans","Crab, spider",1991,99500,65742
"FB 181","Table 4c","Crustaceans","Crab, spider",1992,89871,67767
"FB 181","Table 4c","Crustaceans","Crab, spider",1993,71173,45599
"FB 181","Table 4c","Crustaceans","Crab, spider",1994,67290,46856
"FB 181","Table 4c","Crustaceans","Crab, spider",1995,59427,47720
"FB 181","Table 4c","Crustaceans","Crab, spider",1996,58852,47019
"FB 181","Table 4c","Crustaceans","Crab, spider",1997,95801,86280
"FB 181","Table 4c","Crustaceans","Crab, spider",1998,99797,86035
"FB 181","Table 4c","Crustaceans","Crab, spider",1999,68621,61118
"FB 181","Table 4c","Crustaceans","Crab, tanner",1987,6,3
"FB 181","Table 4c","Crustaceans","Crab, tanner",1988,100,50
"FB 181","Table 4c","Crustaceans","Crab, tanner",1993,2364,827
"FB 181","Table 4c","Crustaceans","Crab, tanner",1994,2008,2791
"FB 181","Table 4c","Crustaceans","Crab, tanner",1995,6841,7911
"FB 181","Table 4c","Crustaceans","Crab, tanner",1996,202,101
"FB 181","Table 4c","Crustaceans","Crab, tanner",1997,37051,26706
"FB 181","Table 4c","Crustaceans","Crab, tanner",1999,262,909
"FB 181","Table 4c","Crustaceans","Crab, yellow rock",1995,111760,134166
"FB 181","Table 4c","Crustaceans","Crab, yellow rock",1996,92502,104432
"FB 181","Table 4c","Crustaceans","Crab, yellow rock",1997,90927,99012
"FB 181","Table 4c","Crustaceans","Crab, yellow rock",1998,12395,13802
"FB 181","Table 4c","Crustaceans","Crab, yellow rock",1999,322,475
"FB 181","Table 4c","Crustaceans","Crustacean, unspecified",1987,67,3790
"FB 181","Table 4c","Crustaceans","Crustacean, unspecified",1988,26,1297
"FB 181","Table 4c","Crustaceans","Crustacean, unspecified",1994,32,175
"FB 181","Table 4c","Crustaceans","Crustacean, unspecified",1995,19,49
"FB 181","Table 4c","Crustaceans","Crustacean, unspecified",1996,11,71
"FB 181","Table 4c","Crustaceans","Crustacean, unspecified",1997,20,9
"FB 181","Table 4c","Crustaceans","Crustacean, unspecified",1998,245,181
"FB 181","Table 4c","Crustaceans","Crustacean, unspecified",1999,943,326
"FB 181","Table 4c","Crustaceans","Lobster, California spiny",1987,449488,2131972
"FB 181","Table 4c","Crustaceans","Lobster, California spiny",1988,610563,3151506
"FB 181","Table 4c","Crustaceans","Lobster, California spiny",1989,737069,3913696
"FB 181","Table 4c","Crustaceans","Lobster, California spiny",1990,708108,3978864
"FB 181","Table 4c","Crustaceans","Lobster, California spiny",1991,605100,3820157
"FB 181","Table 4c","Crustaceans","Lobster, California spiny",1992,585570,3822461
"FB 181","Table 4c","Crustaceans","Lobster, California spiny",1993,554391,3588971
"FB 181","Table 4c","Crustaceans","Lobster, California spiny",1994,470180,3493799
"FB 181","Table 4c","Crustaceans","Lobster, California spiny",1995,616183,4846991
"FB 181","Table 4c","Crustaceans","Lobster, California spiny",1996,651411,5074620
"FB 181","Table 4c","Crustaceans","Lobster, California spiny",1997,914224,6794017
"FB 181","Table 4c","Crustaceans","Lobster, California spiny",1998,654509,4118710
"FB 181","Table 4c","Crustaceans","Lobster, California spiny",1999,486215,3572100
"FB 181","Table 4c","Crustaceans","Prawn, golden",1994,25,132
"FB 181","Table 4c","Crustaceans","Prawn, golden",1996,29,22
"FB 181","Table 4c","Crustaceans","Prawn, golden",1998,13,26
"FB 181","Table 4c","Crustaceans","Prawn, golden",1999,25,194
"FB 181","Table 4c","Crustaceans","Prawn, ridgeback",1987,241857,296219
"FB 181","Table 4c","Crustaceans","Prawn, ridgeback",1988,142680,199269
"FB 181","Table 4c","Crustaceans","Prawn, ridgeback",1989,165519,221166
"FB 181","Table 4c","Crustaceans","Prawn, ridgeback",1990,90835,155237
"FB 181","Table 4c","Crustaceans","Prawn, ridgeback",1991,128483,184216
"FB 181","Table 4c","Crustaceans","Prawn, ridgeback",1992,75757,210419
"FB 181","Table 4c","Crustaceans","Prawn, ridgeback",1993,80532,170270
"FB 181","Table 4c","Crustaceans","Prawn, ridgeback",1994,162761,230803
"FB 181","Table 4c","Crustaceans","Prawn, ridgeback",1995,414660,466080
"FB 181","Table 4c","Crustaceans","Prawn, ridgeback",1996,574624,775016
"FB 181","Table 4c","Crustaceans","Prawn, ridgeback",1997,387549,696716
"FB 181","Table 4c","Crustaceans","Prawn, ridgeback",1998,435841,767183
"FB 181","Table 4c","Crustaceans","Prawn, ridgeback",1999,1392691,1553130
"FB 181","Table 4c","Crustaceans","Prawn, spot",1987,88500,417515
"FB 181","Table 4c","Crustaceans","Prawn, spot",1988,166621,805994
"FB 181","Table 4c","Crustaceans","Prawn, spot",1989,189809,797602
"FB 181","Table 4c","Crustaceans","Prawn, spot",1990,303781,1456759
"FB 181","Table 4c","Crustaceans","Prawn, spot",1991,313086,1619314
"FB 181","Table 4c","Crustaceans","Prawn, spot",1992,225441,1342922
"FB 181","Table 4c","Crustaceans","Prawn, spot",1993,347792,2180884
"FB 181","Table 4c","Crustaceans","Prawn, spot",1994,444354,2760499
"FB 181","Table 4c","Crustaceans","Prawn, spot",1995,394934,2596163
"FB 181","Table 4c","Crustaceans","Prawn, spot",1996,527516,3579419
"FB 181","Table 4c","Crustaceans","Prawn, spot",1997,761605,5039654
"FB 181","Table 4c","Crustaceans","Prawn, spot",1998,788901,5337446
"FB 181","Table 4c","Crustaceans","Prawn, spot",1999,613390,4211713
"FB 181","Table 4c","Crustaceans","Shrimp, bay",1987,105168,257043
"FB 181","Table 4c","Crustaceans","Shrimp, bay",1988,132950,284894
"FB 181","Table 4c","Crustaceans","Shrimp, bay",1989,128859,269778
"FB 181","Table 4c","Crustaceans","Shrimp, bay",1990,151382,507354
"FB 181","Table 4c","Crustaceans","Shrimp, bay",1991,140725,484384
"FB 181","Table 4c","Crustaceans","Shrimp, bay",1992,114923,413663
"FB 181","Table 4c","Crustaceans","Shrimp, bay",1993,155891,333819
"FB 181","Table 4c","Crustaceans","Shrimp, bay",1994,95328,422739
"FB 181","Table 4c","Crustaceans","Shrimp, bay",1995,98053,426144
"FB 181","Table 4c","Crustaceans","Shrimp, bay",1996,113398,531418
"FB 181","Table 4c","Crustaceans","Shrimp, bay",1997,69231,320215
"FB 181","Table 4c","Crustaceans","Shrimp, bay",1998,89348,360568
"FB 181","Table 4c","Crustaceans","Shrimp, bay",1999,99319,350046
"FB 181","Table 4c","Crustaceans","Shrimp, brine",1987,96906,1431
"FB 181","Table 4c","Crustaceans","Shrimp, brine",1988,123253,3464
"FB 181","Table 4c","Crustaceans","Shrimp, brine",1989,1156754,14872
"FB 181","Table 4c","Crustaceans","Shrimp, brine",1990,1617039,206172
"FB 181","Table 4c","Crustaceans","Shrimp, brine",1991,1611437,161144
"FB 181","Table 4c","Crustaceans","Shrimp, brine",1992,944428,109978
"FB 181","Table 4c","Crustaceans","Shrimp, brine",1993,1459514,145951
"FB 181","Table 4c","Crustaceans","Shrimp, brine",1994,741360,526366
"FB 181","Table 4c","Crustaceans","Shrimp, brine",1995,945017,803264
"FB 181","Table 4c","Crustaceans","Shrimp, brine",1996,1037590,944207
"FB 181","Table 4c","Crustaceans","Shrimp, brine",1997,1578368,1057507
"FB 181","Table 4c","Crustaceans","Shrimp, brine",1998,1138635,865362
"FB 181","Table 4c","Crustaceans","Shrimp, brine",1999,1631889,16324
"FB 181","Table 4c","Crustaceans","Shrimp, coonstriped",1987,2301,7478
"FB 181","Table 4c","Crustaceans","Shrimp, coonstriped",1988,911,4557
"FB 181","Table 4c","Crustaceans","Shrimp, coonstriped",1995,2486,3729
"FB 181","Table 4c","Crustaceans","Shrimp, coonstriped",1996,35136,137374
"FB 181","Table 4c","Crustaceans","Shrimp, coonstriped",1997,79173,297409
"FB 181","Table 4c","Crustaceans","Shrimp, coonstriped",1998,63809,256888
"FB 181","Table 4c","Crustaceans","Shrimp, coonstriped",1999,75540,313783
"FB 181","Table 4c","Crustaceans","Shrimp, ghost",1987,55,346
"FB 181","Table 4c","Crustaceans","Shrimp, ghost",1988,9087,2658
"FB 181","Table 4c","Crustaceans","Shrimp, ghost",1989,11996,6695
"FB 181","Table 4c","Crustaceans","Shrimp, ghost",1990,1356,1372
"FB 181","Table 4c","Crustaceans","Shrimp, ghost",1991,87,610
"FB 181","Table 4c","Crustaceans","Shrimp, ghost",1992,850,1385
"FB 181","Table 4c","Crustaceans","Shrimp, ghost",1993,43031,24493
"FB 181","Table 4c","Crustaceans","Shrimp, ghost",1994,1,6
"FB 181","Table 4c","Crustaceans","Shrimp, ghost",1996,11,30
"FB 181","Table 4c","Crustaceans","Shrimp, ghost",1997,825,12163
"FB 181","Table 4c","Crustaceans","Shrimp, ghost",1998,1957,27898
"FB 181","Table 4c","Crustaceans","Shrimp, ghost",1999,513,8194
"FB 181","Table 4c","Crustaceans","Shrimp, mantis",1994,200,1000
"FB 181","Table 4c","Crustaceans","Shrimp, Pacific Ocean",1987,8023388,5441155
"FB 181","Table 4c","Crustaceans","Shrimp, Pacific Ocean",1988,11236298,4481021
"FB 181","Table 4c","Crustaceans","Shrimp, Pacific Ocean",1989,13351216,4739668
"FB 181","Table 4c","Crustaceans","Shrimp, Pacific Ocean",1990,8700916,4190250
"FB 181","Table 4c","Crustaceans","Shrimp, Pacific Ocean",1991,10364782,5833603
"FB 181","Table 4c","Crustaceans","Shrimp, Pacific Ocean",1992,18682775,6214244
"FB 181","Table 4c","Crustaceans","Shrimp, Pacific Ocean",1993,7126933,2504821
"FB 181","Table 4c","Crustaceans","Shrimp, Pacific Ocean",1994,11225390,6556654
"FB 181","Table 4c","Crustaceans","Shrimp, Pacific Ocean",1995,5784944,4203443
"FB 181","Table 4c","Crustaceans","Shrimp, Pacific Ocean",1996,9351086,5608356
"FB 181","Table 4c","Crustaceans","Shrimp, Pacific Ocean",1997,14001640,5363328
"FB 181","Table 4c","Crustaceans","Shrimp, Pacific Ocean",1998,1843246,985167
"FB 181","Table 4c","Crustaceans","Shrimp, Pacific Ocean",1999,4241744,2042684
"FB 181","Table 4c","Crustaceans","Shrimp, red rock",1987,254,1879
"FB 181","Table 4c","Crustaceans","Shrimp, red rock",1988,48,1983
"FB 181","Table 4c","Crustaceans","Shrimp, red rock",1989,18,220
"FB 181","Table 4c","Crustaceans","Shrimp, red rock",1991,100,946
"FB 181","Table 4c","Crustaceans","Shrimp, red rock",1993,73,183
"FB 181","Table 4c","Crustaceans","Shrimp, red rock",1994,27,205
"FB 181","Table 4c","Crustaceans","Shrimp, red rock",1995,186,276
"FB 181","Table 4c","Crustaceans","Shrimp, red rock",1996,99,787
"FB 181","Table 4c","Crustaceans","Shrimp, red rock",1997,15,150
"FB 181","Table 4c","Crustaceans","Shrimp, red rock",1998,78,1636
"FB 181","Table 4c","Crustaceans","Shrimp, red rock",1999,334,6950
"FB 181","Table 4c","Crustaceans","Shrimp, unspecified",1987,19866,97460
"FB 181","Table 4c","Crustaceans","Shrimp, unspecified",1988,2791,12759
"FB 181","Table 4c","Crustaceans","Shrimp, unspecified",1989,20960,24038
"FB 181","Table 4c","Crustaceans","Shrimp, unspecified",1990,18934,9840
"FB 181","Table 4c","Crustaceans","Shrimp, unspecified",1991,42,179
"FB 181","Table 4c","Crustaceans","Shrimp, unspecified",1992,45012,22656
"FB 181","Table 4c","Crustaceans","Shrimp, unspecified",1993,1282,4280
"FB 181","Table 4c","Crustaceans","Shrimp, unspecified",1994,3982,2190
"FB 181","Table 4c","Crustaceans","Shrimp, unspecified",1995,105,158
"FB 181","Table 4c","Crustaceans","Shrimp, unspecified",1996,194,922
"FB 181","Table 4c","Crustaceans","Shrimp, unspecified",1997,12452,8327
"FB 181","Table 4c","Crustaceans","Shrimp, unspecified",1998,305,597
"FB 181","Table 4c","Crustaceans","Shrimp, unspecified",1999,2077,4309
"FB 181","Table 4d","Echinoderms","Echinoderm, unspecified",1989,587,408
"FB 181","Table 4d","Echinoderms","Echinoderm, unspecified",1993,11,5
"FB 181","Table 4d","Echinoderms","Echinoderm, unspecified",1994,236,1180
"FB 181","Table 4d","Echinoderms","Echinoderm, unspecified",1995,15,75
"FB 181","Table 4d","Echinoderms","Echinoderm, unspecified",1996,354,1177
"FB 181","Table 4d","Echinoderms","Echinoderm, unspecified",1997,228,1140
"FB 181","Table 4d","Echinoderms","Echinoderm, unspecified",1998,316,1520
"FB 181","Table 4d","Echinoderms","Echinoderm, unspecified",1999,143,766
"FB 181","Table 4d","Echinoderms","Sand dollar",1999,80,800
"FB 181","Table 4d","Echinoderms","Sea cucumber, unspecified",1987,107678,22921
"FB 181","Table 4d","Echinoderms","Sea cucumber, unspecified",1988,159106,32318
"FB 181","Table 4d","Echinoderms","Sea cucumber, unspecified",1989,160011,32890
"FB 181","Table 4d","Echinoderms","Sea cucumber, unspecified",1990,148163,36542
"FB 181","Table 4d","Echinoderms","Sea cucumber, unspecified",1991,581972,180940
"FB 181","Table 4d","Echinoderms","Sea cucumber, unspecified",1992,549191,229486
"FB 181","Table 4d","Echinoderms","Sea cucumber, unspecified",1993,646210,363319
"FB 181","Table 4d","Echinoderms","Sea cucumber, unspecified",1994,646929,407510
"FB 181","Table 4d","Echinoderms","Sea cucumber, unspecified",1995,589888,412725
"FB 181","Table 4d","Echinoderms","Sea cucumber, unspecified",1996,839389,586471
"FB 181","Table 4d","Echinoderms","Sea cucumber, unspecified",1997,452640,222838
"FB 181","Table 4d","Echinoderms","Sea cucumber, unspecified",1998,769852,458222
"FB 181","Table 4d","Echinoderms","Sea cucumber, unspecified",1999,601504,419652
"FB 181","Table 4d","Echinoderms","Sea stars",1987,7,66
"FB 181","Table 4d","Echinoderms","Sea stars",1988,12664,3084
"FB 181","Table 4d","Echinoderms","Sea stars",1989,5,10
"FB 181","Table 4d","Echinoderms","Sea stars",1994,668,763
"FB 181","Table 4d","Echinoderms","Sea stars",1995,375,406
"FB 181","Table 4d","Echinoderms","Sea stars",1996,739,1679
"FB 181","Table 4d","Echinoderms","Sea stars",1997,486,642
"FB 181","Table 4d","Echinoderms","Sea stars",1998,610,1555
"FB 181","Table 4d","Echinoderms","Sea stars",1999,236,399
"FB 181","Table 4d","Echinoderms","Urchin, purple sea",1989,2781,1363
"FB 181","Table 4d","Echinoderms","Urchin, purple sea",1990,89633,42491
"FB 181","Table 4d","Echinoderms","Urchin, purple sea",1991,390186,231683
"FB 181","Table 4d","Echinoderms","Urchin, purple sea",1992,316134,257650
"FB 181","Table 4d","Echinoderms","Urchin, purple sea",1993,165032,133157
"FB 181","Table 4d","Echinoderms","Urchin, purple sea",1994,146033,166029
"FB 181","Table 4d","Echinoderms","Urchin, purple sea",1995,79802,89481
"FB 181","Table 4d","Echinoderms","Urchin, purple sea",1996,67682,89760
"FB 181","Table 4d","Echinoderms","Urchin, purple sea",1997,130946,146047
"FB 181","Table 4d","Echinoderms","Urchin, purple sea",1998,23329,29474
"FB 181","Table 4d","Echinoderms","Urchin, purple sea",1999,40095,44791
"FB 181","Table 4d","Echinoderms","Urchin, red",1987,46061649,11794461
"FB 181","Table 4d","Echinoderms","Urchin, red",1988,51987990,17116602
"FB 181","Table 4d","Echinoderms","Urchin, red",1989,51200303,18459543
"FB 181","Table 4d","Echinoderms","Urchin, red",1990,45266911,24504625
"FB 181","Table 4d","Echinoderms","Urchin, red",1991,41945432,33352143
"FB 181","Table 4d","Echinoderms","Urchin, red",1992,32366557,29050006
"FB 181","Table 4d","Echinoderms","Urchin, red",1993,26852646,26542296
"FB 181","Table 4d","Echinoderms","Urchin, red",1994,23772372,25322733
"FB 181","Table 4d","Echinoderms","Urchin, red",1995,22256820,22506879
"FB 181","Table 4d","Echinoderms","Urchin, red",1996,20062039,18776974
"FB 181","Table 4d","Echinoderms","Urchin, red",1997,18020975,15137175
"FB 181","Table 4d","Echinoderms","Urchin, red",1998,10553437,8001731
"FB 181","Table 4d","Echinoderms","Urchin, red",1999,14182789,13465475
"FB 181","Table 4d","Echinoderms","Urchin, white",1987,8,1
"FB 181","Table 4d","Echinoderms","Urchin, white",1988,2101,21010
"FB 181","Table 4d","Echinoderms","Urchin, white",1990,35,350
"FB 181","Table 4d","Echinoderms","Urchin, white",1994,1481,5985
"FB 181","Table 4d","Echinoderms","Urchin, white",1995,3887,8896
"FB 181","Table 4d","Echinoderms","Urchin, white",1996,3548,8778
"FB 181","Table 4d","Echinoderms","Urchin, white",1997,6457,32640
"FB 181","Table 4d","Echinoderms","Urchin, white",1998,3882,19380
"FB 181","Table 4d","Echinoderms","Urchin, white",1999,4867,15963
"FB 181","Table 4e","Mollusks","Abalone",1987,1550,8768
"FB 181","Table 4e","Mollusks","Abalone",1988,75,225
"FB 181","Table 4e","Mollusks","Abalone",1989,775,4359
"FB 181","Table 4e","Mollusks","Abalone",1990,217,1872
"FB 181","Table 4e","Mollusks","Abalone",1991,1350,405
