"source","table","year","port_complex","category","species","landings_lb","value_usd"
"FB 181","Table 5b",1988,"San Diego","Fish","Tuna, bigeye",5020,8866
"FB 181","Table 5b",1988,"San Diego","Fish","Tuna, bluefin",18465,29083
"FB 181","Table 5b",1988,"San Diego","Fish","Tuna, skipjack",444215,3451
"FB 181","Table 5b",1988,"San Diego","Fish","Tuna, unspecified",3263,4742
"FB 181","Table 5b",1988,"San Diego","Fish","Tuna, yellowfin",554757,46820
"FB 181","Table 5b",1988,"San Diego","Fish","Turbot",2,2
"FB 181","Table 5b",1988,"San Diego","Fish","Wahoo",2714,4642
"FB 181","Table 5b",1988,"San Diego","Fish","Whitefish, ocean",394,177
"FB 181","Table 5b",1988,"San Diego","Fish","Whiting, Pacific",25,13
"FB 181","Table 5b",1988,"San Diego","Fish","Yellowtail",51960,47945
"FB 181","Table 5b",1988,"San Diego","Mollusks","Abalone, black",815,1848
"FB 181","Table 5b",1988,"San Diego","Mollusks","Abalone, green",675,3519
"FB 181","Table 5b",1988,"San Diego","Mollusks","Abalone, pink",956,4750
"FB 181","Table 5b",1988,"San Diego","Mollusks","Abalone, red",6698,26472
"FB 181","Table 5b",1988,"San Diego","Mollusks","Abalone, white",2,15
"FB 181","Table 5b",1988,"San Diego","Mollusks","Octopus, unspecified",970,798
"FB 181","Table 5b",1988,"San Diego","Mollusks","Snail, sea",1077,412
"FB 181","Table 5b",1988,"San Diego","Mollusks","Squid, market",41049,7120
"FB 181","Table 5b",1988,"San Diego","Plants","Kelp",780,172
"FB 181","Table 5b",1988,"San Diego","Rockfish","Rockfish, blackgill",37128,22314
"FB 181","Table 5b",1988,"San Diego","Rockfish","Rockfish, blue",174,347
"FB 181","Table 5b",1988,"San Diego","Rockfish","Rockfish, brown",4,2
"FB 181","Table 5b",1988,"San Diego","Rockfish","Rockfish, chilipepper",323,162
"FB 181","Table 5b",1988,"San Diego","Rockfish","Rockfish, cowcod",13775,17174
"FB 181","Table 5b",1988,"San Diego","Rockfish","Rockfish, group bocaccio/chilipepper",80926,51678
"FB 181","Table 5b",1988,"San Diego","Rockfish","Rockfish, group bolina",31,20
"FB 181","Table 5b",1988,"San Diego","Rockfish","Rockfish, group red",44490,42770
"FB 181","Table 5b",1988,"San Diego","Rockfish","Rockfish, group rosefish",1205,653
"FB 181","Table 5b",1988,"San Diego","Rockfish","Rockfish, unspecified",325157,235267
"FB 181","Table 5b",1988,"San Francisco","Crustaceans","Crab, claws",4575,1599
"FB 181","Table 5b",1988,"San Francisco","Crustaceans","Crab, Dungeness",1553396,2416240
"FB 181","Table 5b",1988,"San Francisco","Crustaceans","Crab, rock unspecified",22523,34632
"FB 181","Table 5b",1988,"San Francisco","Crustaceans","Prawn, spot",250,589
"FB 181","Table 5b",1988,"San Francisco","Crustaceans","Shrimp, bay",121399,246978
"FB 181","Table 5b",1988,"San Francisco","Crustaceans","Shrimp, brine",123253,3464
"FB 181","Table 5b",1988,"San Francisco","Crustaceans","Shrimp, unspecified",30,113
"FB 181","Table 5b",1988,"San Francisco","Echinoderms","Urchin, red",261146,62950
"FB 181","Table 5b",1988,"San Francisco","Fish","Anchovy, northern",1085448,122551
"FB 181","Table 5b",1988,"San Francisco","Fish","Bonito, Pacific",120,45
"FB 181","Table 5b",1988,"San Francisco","Fish","Butterfish (Pacific pompano)",4370,4833
"FB 181","Table 5b",1988,"San Francisco","Fish","Cabezon",4960,2560
"FB 181","Table 5b",1988,"San Francisco","Fish","Cod, Pacific",116,27
"FB 181","Table 5b",1988,"San Francisco","Fish","Croaker, white",305460,109676
"FB 181","Table 5b",1988,"San Francisco","Fish","Eel, wolf (wolf-eel)",162,63
"FB 181","Table 5b",1988,"San Francisco","Fish","Fish, unspecified",1549,563
"FB 181","Table 5b",1988,"San Francisco","Fish","Flounder, arrowtooth",4250,1573
"FB 181","Table 5b",1988,"San Francisco","Fish","Flounder, starry",95572,42815
"FB 181","Table 5b",1988,"San Francisco","Fish","Flounder, unspecified",9719,3823
"FB 181","Table 5b",1988,"San Francisco","Fish","Greenling, kelp",279,61
"FB 181","Table 5b",1988,"San Francisco","Fish","Grenadiers",310,50
"FB 181","Table 5b",1988,"San Francisco","Fish","Guitarfish, shovelnose",86,65
"FB 181","Table 5b",1988,"San Francisco","Fish","Hagfish",466573,204368
"FB 181","Table 5b",1988,"San Francisco","Fish","Halibut, California",126873,291259
"FB 181","Table 5b",1988,"San Francisco","Fish","Herring roe on kelp",15877,31755
"FB 181","Table 5b",1988,"San Francisco","Fish","Herring, Pacific",17363541,4652576
"FB 181","Table 5b",1988,"San Francisco","Fish","Jacksmelt",255,94
"FB 181","Table 5b",1988,"San Francisco","Fish","Lingcod",333858,134513
"FB 181","Table 5b",1988,"San Francisco","Fish","Mackerel, jack",900,329
"FB 181","Table 5b",1988,"San Francisco","Fish","Mackerel, Pacific",65,27
"FB 181","Table 5b",1988,"San Francisco","Fish","Mackerel, unspecified",11874,3197
"FB 181","Table 5b",1988,"San Francisco","Fish","Mudsucker, longjaw",115,262
"FB 181","Table 5b",1988,"San Francisco","Fish","Opah",265,133
"FB 181","Table 5b",1988,"San Francisco","Fish","Queenfish",1,0.4
"FB 181","Table 5b",1988,"San Francisco","Fish","Sablefish",1933042,945331
"FB 181","Table 5b",1988,"San Francisco","Fish","Salmon",26097,70227
"FB 181","Table 5b",1988,"San Francisco","Fish","Salmon, Chinook",3403801,9597759
"FB 181","Table 5b",1988,"San Francisco","Fish","Salmon, coho",17935,37648
"FB 181","Table 5b",1988,"San Francisco","Fish","Sanddab",591184,203924
"FB 181","Table 5b",1988,"San Francisco","Fish","Sardine, Pacific",6,0.4
"FB 181","Table 5b",1988,"San Francisco","Fish","Scorpionfish, California",111,67
"FB 181","Table 5b",1988,"San Francisco","Fish","Sculpin, staghorn",4,31
"FB 181","Table 5b",1988,"San Francisco","Fish","Seabass, white",3,6
"FB 181","Table 5b",1988,"San Francisco","Fish","Shad, American",26130,45289
"FB 181","Table 5b",1988,"San Francisco","Fish","Shad, threadfin",4308,7641
"FB 181","Table 5b",1988,"San Francisco","Fish","Shark, blue",16,12
"FB 181","Table 5b",1988,"San Francisco","Fish","Shark, brown smoothhound",2,3
"FB 181","Table 5b",1988,"San Francisco","Fish","Shark, leopard",5213,2630
"FB 181","Table 5b",1988,"San Francisco","Fish","Shark, salmon",265,201
"FB 181","Table 5b",1988,"San Francisco","Fish","Shark, sevengill",5,10
"FB 181","Table 5b",1988,"San Francisco","Fish","Shark, shortfin mako",601,653
"FB 181","Table 5b",1988,"San Francisco","Fish","Shark, sixgill",20,40
"FB 181","Table 5b",1988,"San Francisco","Fish","Shark, soupfin",5584,6330
"FB 181","Table 5b",1988,"San Francisco","Fish","Shark, spiny dogfish",223,22
"FB 181","Table 5b",1988,"San Francisco","Fish","Shark, thresher",5227,8661
"FB 181","Table 5b",1988,"San Francisco","Fish","Shark, unspecified",12320,6205
"FB 181","Table 5b",1988,"San Francisco","Fish","Shark, white",1750,626
"FB 181","Table 5b",1988,"San Francisco","Fish","Skate, unspecified",30395,9623
"FB 181","Table 5b",1988,"San Francisco","Fish","Smelt, night",41,31
"FB 181","Table 5b",1988,"San Francisco","Fish","Smelt, surf",1801,940
"FB 181","Table 5b",1988,"San Francisco","Fish","Smelt, whitebait",5529,2880
"FB 181","Table 5b",1988,"San Francisco","Fish","Smelts, true",1666,939
"FB 181","Table 5b",1988,"San Francisco","Fish","Sole, butter",7849,1579
"FB 181","Table 5b",1988,"San Francisco","Fish","Sole, Dover",1395842,430444
"FB 181","Table 5b",1988,"San Francisco","Fish","Sole, English",445633,182259
"FB 181","Table 5b",1988,"San Francisco","Fish","Sole, fantail",20811,8530
"FB 181","Table 5b",1988,"San Francisco","Fish","Sole, petrale",458286,331787
"FB 181","Table 5b",1988,"San Francisco","Fish","Sole, rex",157956,59931
"FB 181","Table 5b",1988,"San Francisco","Fish","Sole, rock",7668,3264
"FB 181","Table 5b",1988,"San Francisco","Fish","Sole, sand",137384,102976
"FB 181","Table 5b",1988,"San Francisco","Fish","Sole, unspecified",5373,2215
"FB 181","Table 5b",1988,"San Francisco","Fish","Stickleback, threespine",176,5332
"FB 181","Table 5b",1988,"San Francisco","Fish","Surfperch, redtail",41,41
"FB 181","Table 5b",1988,"San Francisco","Fish","Surfperch, shiner",4,2
"FB 181","Table 5b",1988,"San Francisco","Fish","Surfperch, unspecified",11899,13092
"FB 181","Table 5b",1988,"San Francisco","Fish","Swordfish",39148,159187
"FB 181","Table 5b",1988,"San Francisco","Fish","Thornyheads (unspecified)",215685,75418
"FB 181","Table 5b",1988,"San Francisco","Fish","Topsmelt",119,105
"FB 181","Table 5b",1988,"San Francisco","Fish","Trawled fish for animal food",844,692
"FB 181","Table 5b",1988,"San Francisco","Fish","Tuna, albacore",274301,234374
"FB 181","Table 5b",1988,"San Francisco","Fish","Tuna, unspecified",142,142
"FB 181","Table 5b",1988,"San Francisco","Fish","Tuna, yellowfin",91,159
"FB 181","Table 5b",1988,"San Francisco","Fish","Turbot",3453,1165
"FB 181","Table 5b",1988,"San Francisco","Fish","Whiting, Pacific",1470,317
"FB 181","Table 5b",1988,"San Francisco","Miscellaneous invertebrates","Tunicates",8,14
"FB 181","Table 5b",1988,"San Francisco","Miscellaneous invertebrates","Worms, marine",0.3,0.1
"FB 181","Table 5b",1988,"San Francisco","Mollusks","Abalone, black",372,74
"FB 181","Table 5b",1988,"San Francisco","Mollusks","Abalone, pink",50,264
"FB 181","Table 5b",1988,"San Francisco","Mollusks","Abalone, red",117866,447879
"FB 181","Table 5b",1988,"San Francisco","Mollusks","Clam, unspecified",15254,4255
"FB 181","Table 5b",1988,"San Francisco","Mollusks","Mussel",193,112
"FB 181","Table 5b",1988,"San Francisco","Mollusks","Octopus, unspecified",2208,2016
"FB 181","Table 5b",1988,"San Francisco","Mollusks","Sea slug",1,31
"FB 181","Table 5b",1988,"San Francisco","Mollusks","Snail, sea",28,11
"FB 181","Table 5b",1988,"San Francisco","Mollusks","Squid, market",659524,67944
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, bank",106537,25019
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, black",363,134
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, blackgill",50,88
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, blue",1188,594
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, bocaccio",27,13
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, brown",2000,660
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, canary",11,8
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, chilipepper",703,413
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, China",4929,4681
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, copper",373,285
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, cowcod",1027,390
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, group bocaccio/chilipepper",490644,190452
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, group bolina",92807,102313
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, group gopher",2742,2253
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, group red",129496,76903
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, group rosefish",221380,59699
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, group small",22733,6420
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, unspecified",1606739,581992
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, vermilion",16,12
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, widow",275876,88663
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, yelloweye",902,724
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, yellowtail",197398,88127
"FB 181","Table 5b",1988,"Santa Barbara","Crustaceans","Crab, box",56,27
"FB 181","Table 5b",1988,"Santa Barbara","Crustaceans","Crab, claws",48978,12721
"FB 181","Table 5b",1988,"Santa Barbara","Crustaceans","Crab, Dungeness",644,1026
"FB 181","Table 5b",1988,"Santa Barbara","Crustaceans","Crab, king",503,331
"FB 181","Table 5b",1988,"Santa Barbara","Crustaceans","Crab, rock unspecified",225034,220092
"FB 181","Table 5b",1988,"Santa Barbara","Crustaceans","Crab, spider",55532,32751
"FB 181","Table 5b",1988,"Santa Barbara","Crustaceans","Lobster, California spiny",131416,671495
"FB 181","Table 5b",1988,"Santa Barbara","Crustaceans","Prawn, ridgeback",135230,170943
"FB 181","Table 5b",1988,"Santa Barbara","Crustaceans","Prawn, spot",57924,239924
"FB 181","Table 5b",1988,"Santa Barbara","Crustaceans","Shrimp, Pacific Ocean",3468,1825
"FB 181","Table 5b",1988,"Santa Barbara","Crustaceans","Shrimp, unspecified",546,677
"FB 181","Table 5b",1988,"Santa Barbara","Echinoderms","Sea cucumber, unspecified",156825,30948
"FB 181","Table 5b",1988,"Santa Barbara","Echinoderms","Sea stars",12485,2485
"FB 181","Table 5b",1988,"Santa Barbara","Echinoderms","Urchin, red",11163391,5189991
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Anchovy, northern",419035,55980
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Barracuda, California",4022,3764
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Bass, giant sea",3893,5019
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Bonito, Pacific",22657,3315
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Butterfish (Pacific pompano)",11305,6543
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Cabezon",719,315
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Croaker, white",157706,73641
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Fish, unspecified",2986,1239
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Flounder, starry",18,5
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Flounder, unspecified",115,72
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Guitarfish, shovelnose",28082,11038
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Halibut, California",295616,631334
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Jacksmelt",92,55
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Lingcod",17966,7533
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Louvar",353,469
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Mackerel, jack",14370,1115
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Mackerel, Pacific",1324548,87943
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Mackerel, unspecified",5557173,114627
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Opah",2878,1725
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Opaleye",36,8
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Sablefish",14003,6233
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Salmon",7056,22449
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Salmon, Chinook",5144,16426
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Salmon, pink",269,135
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Sanddab",1815,748
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Sardine, Pacific",29345,2957
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Scorpionfish, California",1234,1131
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Sculpin, staghorn",413,560
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Seabass, white",66432,130829
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Shad, American",139,67
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Shark, blue",2867,741
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Shark, brown smoothhound",4375,1376
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Shark, leopard",8379,5375
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Shark, Pacific angel",409792,266687
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Shark, sevengill",16,10
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Shark, shortfin mako",152076,210433
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Shark, smooth hammerhead",8,4
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Shark, soupfin",25925,16835
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Shark, spiny dogfish",1565,154
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Shark, thresher",85580,123095
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Shark, unspecified",3364,3108
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Shark, white",40,44
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Sheephead, California",10801,4994
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Silversides",101,48
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Skate, unspecified",5766,2140
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Sole, Dover",17157,4857
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Sole, English",57454,24727
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Sole, fantail",6,5
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Sole, petrale",17005,15765
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Sole, rex",4927,1961
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Sole, sand",123,55
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Sole, unspecified",25530,11003
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Surfperch, barred",15,12
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Surfperch, unspecified",143,62
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Swordfish",146534,576728
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Thornyheads (unspecified)",4538,1285
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Triggerfish",5,5
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Tuna, albacore",15668,57532
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Tuna, bluefin",81,81
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Tuna, skipjack",4052,10
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Tuna, yellowfin",2791797,1984688
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Whitefish, ocean",2113,1485
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Yellowtail",18001,11686
"FB 181","Table 5b",1988,"Santa Barbara","Mollusks","Abalone",19,56
"FB 181","Table 5b",1988,"Santa Barbara","Mollusks","Abalone, black",127975,355626
"FB 181","Table 5b",1988,"Santa Barbara","Mollusks","Abalone, green",713,3661
"FB 181","Table 5b",1988,"Santa Barbara","Mollusks","Abalone, pink",5319,23042
"FB 181","Table 5b",1988,"Santa Barbara","Mollusks","Abalone, red",192516,724139
"FB 181","Table 5b",1988,"Santa Barbara","Mollusks","Limpet, unspecified",25,13
"FB 181","Table 5b",1988,"Santa Barbara","Mollusks","Octopus, unspecified",1047,847
"FB 181","Table 5b",1988,"Santa Barbara","Mollusks","Snail, sea",5002,1703
"FB 181","Table 5b",1988,"Santa Barbara","Mollusks","Squid, market",37252613,1246924
"FB 181","Table 5b",1988,"Santa Barbara","Mollusks","Whelk, Kellet's",142,114
"FB 181","Table 5b",1988,"Santa Barbara","Rockfish","Rockfish, black",79,42
"FB 181","Table 5b",1988,"Santa Barbara","Rockfish","Rockfish, blackgill",259823,147412
"FB 181","Table 5b",1988,"Santa Barbara","Rockfish","Rockfish, blue",1797,233
"FB 181","Table 5b",1988,"Santa Barbara","Rockfish","Rockfish, brown",2930,791
"FB 181","Table 5b",1988,"Santa Barbara","Rockfish","Rockfish, chilipepper",444,235
"FB 181","Table 5b",1988,"Santa Barbara","Rockfish","Rockfish, cowcod",11553,13282
"FB 181","Table 5b",1988,"Santa Barbara","Rockfish","Rockfish, group bocaccio/chilipepper",583614,217549
"FB 181","Table 5b",1988,"Santa Barbara","Rockfish","Rockfish, group bolina",399,590
"FB 181","Table 5b",1988,"Santa Barbara","Rockfish","Rockfish, group red",243346,359541
"FB 181","Table 5b",1988,"Santa Barbara","Rockfish","Rockfish, group rosefish",4707,1359
"FB 181","Table 5b",1988,"Santa Barbara","Rockfish","Rockfish, group small",531,212
"FB 181","Table 5b",1988,"Santa Barbara","Rockfish","Rockfish, olive",265,190
"FB 181","Table 5b",1988,"Santa Barbara","Rockfish","Rockfish, Pacific ocean perch",15,9
"FB 181","Table 5b",1988,"Santa Barbara","Rockfish","Rockfish, pink",192,114
"FB 181","Table 5b",1988,"Santa Barbara","Rockfish","Rockfish, unspecified",610917,293903
"FB 181","Table 5b",1988,"Santa Barbara","Rockfish","Rockfish, widow",2775,749
"FB 181","Table 5c",1989,"Bodega Bay","Crustaceans","Crab, Dungeness",373109,598307
"FB 181","Table 5c",1989,"Bodega Bay","Crustaceans","Crab, rock unspecified",1838,1655
"FB 181","Table 5c",1989,"Bodega Bay","Crustaceans","Shrimp, ghost",268,816
"FB 181","Table 5c",1989,"Bodega Bay","Crustaceans","Shrimp, Pacific Ocean",5,3
"FB 181","Table 5c",1989,"Bodega Bay","Echinoderms","Urchin, red",4028198,455348
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Cabezon",3,2
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Croaker, white",1235,432
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Fish, unspecified",273,167
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Flounder, starry",3523,1585
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Flounder, unspecified",525,181
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Halibut, California",10830,25530
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Herring, Pacific",424365,76077
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Lingcod",176165,44701
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Mackerel, unspecified",1358,281
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Opah",114,86
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Sablefish",466948,157218
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Salmon",473,925
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Salmon, Chinook",960763,2245280
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Salmon, coho",22941,39394
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Salmon, pink",417,190
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Sanddab",21093,5193
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Sardine, Pacific",60,12
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Shad, American",250,500
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Shark, brown smoothhound",30,30
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Shark, Pacific angel",92,41
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Shark, shortfin mako",451,617
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Shark, soupfin",833,435
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Shark, spiny dogfish",1350,316
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Shark, thresher",536,835
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Shark, unspecified",507,327
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Skate, unspecified",1181,202
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Smelt, surf",60,35
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Smelt, whitebait",3986,1428
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Sole, butter",205,78
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Sole, Dover",1801695,459868
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Sole, English",199322,69213
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Sole, fantail",80,68
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Sole, petrale",93725,69510
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Sole, rex",104432,37918
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Sole, rock",670,252
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Sole, sand",391,277
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Sole, unspecified",27,11
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Surfperch, unspecified",1541,1595
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Swordfish",32333,121087
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Thornyheads (unspecified)",346194,122944
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Tuna, albacore",15051,15163
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Tuna, yellowfin",49,49
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Turbot",1491,433
"FB 181","Table 5c",1989,"Bodega Bay","Mollusks","Octopus, unspecified",2987,2056
"FB 181","Table 5c",1989,"Bodega Bay","Rockfish","Rockfish, black",410,182
"FB 181","Table 5c",1989,"Bodega Bay","Rockfish","Rockfish, blue",14,6
"FB 181","Table 5c",1989,"Bodega Bay","Rockfish","Rockfish, chilipepper",780,269
"FB 181","Table 5c",1989,"Bodega Bay","Rockfish","Rockfish, China",315,255
"FB 181","Table 5c",1989,"Bodega Bay","Rockfish","Rockfish, copper",334,213
"FB 181","Table 5c",1989,"Bodega Bay","Rockfish","Rockfish, group bocaccio/chilipepper",210061,79214
"FB 181","Table 5c",1989,"Bodega Bay","Rockfish","Rockfish, group bolina",40036,24347
"FB 181","Table 5c",1989,"Bodega Bay","Rockfish","Rockfish, group gopher",7520,3675
"FB 181","Table 5c",1989,"Bodega Bay","Rockfish","Rockfish, group red",89456,38243
"FB 181","Table 5c",1989,"Bodega Bay","Rockfish","Rockfish, group rosefish",16338,2253
"FB 181","Table 5c",1989,"Bodega Bay","Rockfish","Rockfish, group small",8648,2093
"FB 181","Table 5c",1989,"Bodega Bay","Rockfish","Rockfish, shortbelly",1143,137
"FB 181","Table 5c",1989,"Bodega Bay","Rockfish","Rockfish, unspecified",1794792,387536
"FB 181","Table 5c",1989,"Bodega Bay","Rockfish","Rockfish, vermilion",70,70
"FB 181","Table 5c",1989,"Bodega Bay","Rockfish","Rockfish, widow",478199,117236
"FB 181","Table 5c",1989,"Bodega Bay","Rockfish","Rockfish, yelloweye",227,141
"FB 181","Table 5c",1989,"Bodega Bay","Rockfish","Rockfish, yellowtail",412,196
"FB 181","Table 5c",1989,"Fort Bragg","Crustaceans","Crab, Dungeness",81931,109904
"FB 181","Table 5c",1989,"Fort Bragg","Crustaceans","Crab, rock unspecified",48,48
"FB 181","Table 5c",1989,"Fort Bragg","Crustaceans","Prawn, spot",650,228
"FB 181","Table 5c",1989,"Fort Bragg","Crustaceans","Shrimp, Pacific Ocean",832548,216126
"FB 181","Table 5c",1989,"Fort Bragg","Crustaceans","Shrimp, unspecified",2529,632
"FB 181","Table 5c",1989,"Fort Bragg","Echinoderms","Sea cucumber, unspecified",5824,1203
"FB 181","Table 5c",1989,"Fort Bragg","Echinoderms","Urchin, red",21947991,5888041
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Cabezon",182,71
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Cod, Pacific",6,2
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Eel, wolf (wolf-eel)",79,56
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Fish, unspecified",11,5
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Flounder, arrowtooth",135,17
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Flounder, starry",225,101
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Grenadiers",1074,107
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Hagfish",43560,17424
