"source","table","year","port_complex","category","species","landings_lb","value_usd"
"FB 181","Table 5a",1987,"Monterey","Fish","Swordfish",393127,1412986
"FB 181","Table 5a",1987,"Monterey","Fish","Thornyheads (unspecified)",209734,53816
"FB 181","Table 5a",1987,"Monterey","Fish","Tuna, albacore",1343265,974002
"FB 181","Table 5a",1987,"Monterey","Fish","Tuna, bigeye",1278,1783
"FB 181","Table 5a",1987,"Monterey","Fish","Tuna, bluefin",140,76
"FB 181","Table 5a",1987,"Monterey","Fish","Tuna, unspecified",1183,1477
"FB 181","Table 5a",1987,"Monterey","Fish","Tuna, yellowfin",405,257
"FB 181","Table 5a",1987,"Monterey","Fish","Turbot",53,26
"FB 181","Table 5a",1987,"Monterey","Fish","Whiting, Pacific",1517,144
"FB 181","Table 5a",1987,"Monterey","Fish","Yellowtail",208,312
"FB 181","Table 5a",1987,"Monterey","Mollusks","Abalone, red",161,392
"FB 181","Table 5a",1987,"Monterey","Mollusks","Octopus, unspecified",828,933
"FB 181","Table 5a",1987,"Monterey","Mollusks","Squid, market",12369609,1205917
"FB 181","Table 5a",1987,"Monterey","Plants","Kelp",29,22
"FB 181","Table 5a",1987,"Monterey","Rockfish","Rockfish, bank",2000,800
"FB 181","Table 5a",1987,"Monterey","Rockfish","Rockfish, black",56,18
"FB 181","Table 5a",1987,"Monterey","Rockfish","Rockfish, black-and-yellow",162,67
"FB 181","Table 5a",1987,"Monterey","Rockfish","Rockfish, blue",17698,5758
"FB 181","Table 5a",1987,"Monterey","Rockfish","Rockfish, brown",9051,3643
"FB 181","Table 5a",1987,"Monterey","Rockfish","Rockfish, chilipepper",3394,1171
"FB 181","Table 5a",1987,"Monterey","Rockfish","Rockfish, China",6517,3108
"FB 181","Table 5a",1987,"Monterey","Rockfish","Rockfish, cowcod",1425,702
"FB 181","Table 5a",1987,"Monterey","Rockfish","Rockfish, group bocaccio/chilipepper",2471971,890112
"FB 181","Table 5a",1987,"Monterey","Rockfish","Rockfish, group bolina",10277,8868
"FB 181","Table 5a",1987,"Monterey","Rockfish","Rockfish, group deepwater reds",1876,814
"FB 181","Table 5a",1987,"Monterey","Rockfish","Rockfish, group gopher",51529,75271
"FB 181","Table 5a",1987,"Monterey","Rockfish","Rockfish, group red",158781,84927
"FB 181","Table 5a",1987,"Monterey","Rockfish","Rockfish, group rosefish",297960,71209
"FB 181","Table 5a",1987,"Monterey","Rockfish","Rockfish, group small",61294,12982
"FB 181","Table 5a",1987,"Monterey","Rockfish","Rockfish, unspecified",2459749,816764
"FB 181","Table 5a",1987,"Monterey","Rockfish","Rockfish, vermilion",32,19
"FB 181","Table 5a",1987,"Monterey","Rockfish","Rockfish, widow",250090,89728
"FB 181","Table 5a",1987,"Monterey","Rockfish","Rockfish, yellowtail",3380,1617
"FB 181","Table 5a",1987,"Morro Bay","Crustaceans","Crab, claws",30676,21562
"FB 181","Table 5a",1987,"Morro Bay","Crustaceans","Crab, Dungeness",3726,3660
"FB 181","Table 5a",1987,"Morro Bay","Crustaceans","Crab, rock unspecified",193757,179477
"FB 181","Table 5a",1987,"Morro Bay","Crustaceans","Crab, spider",115,79
"FB 181","Table 5a",1987,"Morro Bay","Crustaceans","Lobster, California spiny",2858,14197
"FB 181","Table 5a",1987,"Morro Bay","Crustaceans","Prawn, ridgeback",916,1131
"FB 181","Table 5a",1987,"Morro Bay","Crustaceans","Prawn, spot",8371,27362
"FB 181","Table 5a",1987,"Morro Bay","Crustaceans","Shrimp, ghost",39,314
"FB 181","Table 5a",1987,"Morro Bay","Crustaceans","Shrimp, Pacific Ocean",658293,277905
"FB 181","Table 5a",1987,"Morro Bay","Echinoderms","Urchin, red",2565,1127
"FB 181","Table 5a",1987,"Morro Bay","Fish","Anchovy, northern",5225,627
"FB 181","Table 5a",1987,"Morro Bay","Fish","Barracuda, California",538,313
"FB 181","Table 5a",1987,"Morro Bay","Fish","Bass, barred sand",404,141
"FB 181","Table 5a",1987,"Morro Bay","Fish","Bass, giant sea",672,1046
"FB 181","Table 5a",1987,"Morro Bay","Fish","Bonito, Pacific",655073,150048
"FB 181","Table 5a",1987,"Morro Bay","Fish","Butterfish (Pacific pompano)",860,216
"FB 181","Table 5a",1987,"Morro Bay","Fish","Cabezon",1533,449
"FB 181","Table 5a",1987,"Morro Bay","Fish","Cod, Pacific",13,7
"FB 181","Table 5a",1987,"Morro Bay","Fish","Croaker, white",33684,19801
"FB 181","Table 5a",1987,"Morro Bay","Fish","Eel, wolf (wolf-eel)",106,46
"FB 181","Table 5a",1987,"Morro Bay","Fish","Fish, unspecified",88,80
"FB 181","Table 5a",1987,"Morro Bay","Fish","Flounder, starry",7085,3218
"FB 181","Table 5a",1987,"Morro Bay","Fish","Flounder, unspecified",17650,8160
"FB 181","Table 5a",1987,"Morro Bay","Fish","Greenling, kelp",18,8
"FB 181","Table 5a",1987,"Morro Bay","Fish","Guitarfish, shovelnose",2914,1816
"FB 181","Table 5a",1987,"Morro Bay","Fish","Halibut, California",227151,480576
"FB 181","Table 5a",1987,"Morro Bay","Fish","Halibut, unspecified",24,49
"FB 181","Table 5a",1987,"Morro Bay","Fish","Lingcod",68445,31487
"FB 181","Table 5a",1987,"Morro Bay","Fish","Louvar",2489,3619
"FB 181","Table 5a",1987,"Morro Bay","Fish","Mackerel, unspecified",1836,458
"FB 181","Table 5a",1987,"Morro Bay","Fish","Opah",11752,3544
"FB 181","Table 5a",1987,"Morro Bay","Fish","Opaleye",14,12
"FB 181","Table 5a",1987,"Morro Bay","Fish","Ray, bat",130,39
"FB 181","Table 5a",1987,"Morro Bay","Fish","Sablefish",780004,147023
"FB 181","Table 5a",1987,"Morro Bay","Fish","Salmon",19924,62713
"FB 181","Table 5a",1987,"Morro Bay","Fish","Salmon, Chinook",358068,1110978
"FB 181","Table 5a",1987,"Morro Bay","Fish","Salmon, coho",98,319
"FB 181","Table 5a",1987,"Morro Bay","Fish","Sanddab",7044,2094
"FB 181","Table 5a",1987,"Morro Bay","Fish","Scorpionfish, California",133,93
"FB 181","Table 5a",1987,"Morro Bay","Fish","Seabass, white",1075,2298
"FB 181","Table 5a",1987,"Morro Bay","Fish","Shark, bigeye thresher",4206,2519
"FB 181","Table 5a",1987,"Morro Bay","Fish","Shark, blue",286,32
"FB 181","Table 5a",1987,"Morro Bay","Fish","Shark, brown smoothhound",50,28
"FB 181","Table 5a",1987,"Morro Bay","Fish","Shark, leopard",2519,1712
"FB 181","Table 5a",1987,"Morro Bay","Fish","Shark, Pacific angel",64318,30241
"FB 181","Table 5a",1987,"Morro Bay","Fish","Shark, shortfin mako",27021,26498
"FB 181","Table 5a",1987,"Morro Bay","Fish","Shark, soupfin",14458,10374
"FB 181","Table 5a",1987,"Morro Bay","Fish","Shark, spiny dogfish",6,2
"FB 181","Table 5a",1987,"Morro Bay","Fish","Shark, thresher",87816,127606
"FB 181","Table 5a",1987,"Morro Bay","Fish","Shark, unspecified",1308,954
"FB 181","Table 5a",1987,"Morro Bay","Fish","Shark, white",325,154
"FB 181","Table 5a",1987,"Morro Bay","Fish","Sheephead, California",151,90
"FB 181","Table 5a",1987,"Morro Bay","Fish","Skate, unspecified",6150,1464
"FB 181","Table 5a",1987,"Morro Bay","Fish","Smelts, true",139,42
"FB 181","Table 5a",1987,"Morro Bay","Fish","Sole, bigmouth",178,45
"FB 181","Table 5a",1987,"Morro Bay","Fish","Sole, Dover",5477187,956741
"FB 181","Table 5a",1987,"Morro Bay","Fish","Sole, English",63851,26360
"FB 181","Table 5a",1987,"Morro Bay","Fish","Sole, fantail",17,7
"FB 181","Table 5a",1987,"Morro Bay","Fish","Sole, petrale",152008,143328
"FB 181","Table 5a",1987,"Morro Bay","Fish","Sole, rex",353871,119907
"FB 181","Table 5a",1987,"Morro Bay","Fish","Sole, rock",12,11
"FB 181","Table 5a",1987,"Morro Bay","Fish","Sole, sand",1229,640
"FB 181","Table 5a",1987,"Morro Bay","Fish","Sole, unspecified",1641,611
"FB 181","Table 5a",1987,"Morro Bay","Fish","Surfperch, barred",22213,27487
"FB 181","Table 5a",1987,"Morro Bay","Fish","Surfperch, black",41,26
"FB 181","Table 5a",1987,"Morro Bay","Fish","Surfperch, redtail",5,5
"FB 181","Table 5a",1987,"Morro Bay","Fish","Surfperch, shiner",45,17
"FB 181","Table 5a",1987,"Morro Bay","Fish","Surfperch, unspecified",19858,23995
"FB 181","Table 5a",1987,"Morro Bay","Fish","Swordfish",412216,1055535
"FB 181","Table 5a",1987,"Morro Bay","Fish","Thornyheads (unspecified)",1465830,269426
"FB 181","Table 5a",1987,"Morro Bay","Fish","Trawled fish for animal food",90,55
"FB 181","Table 5a",1987,"Morro Bay","Fish","Tuna, albacore",423823,316767
"FB 181","Table 5a",1987,"Morro Bay","Fish","Tuna, bigeye",1735,1711
"FB 181","Table 5a",1987,"Morro Bay","Fish","Tuna, bluefin",567,423
"FB 181","Table 5a",1987,"Morro Bay","Fish","Tuna, unspecified",2361,2251
"FB 181","Table 5a",1987,"Morro Bay","Fish","Tuna, yellowfin",1845,1983
"FB 181","Table 5a",1987,"Morro Bay","Fish","Turbot",864,325
"FB 181","Table 5a",1987,"Morro Bay","Fish","Whitefish, ocean",6,3
"FB 181","Table 5a",1987,"Morro Bay","Fish","Whiting, Pacific",15,4
"FB 181","Table 5a",1987,"Morro Bay","Fish","Yellowtail",129,129
"FB 181","Table 5a",1987,"Morro Bay","Mollusks","Abalone, black",31,75
"FB 181","Table 5a",1987,"Morro Bay","Mollusks","Abalone, red",1946,6313
"FB 181","Table 5a",1987,"Morro Bay","Mollusks","Clam, unspecified",6750,4725
"FB 181","Table 5a",1987,"Morro Bay","Mollusks","Limpet, unspecified",1978,1978
"FB 181","Table 5a",1987,"Morro Bay","Mollusks","Octopus, unspecified",405,377
"FB 181","Table 5a",1987,"Morro Bay","Mollusks","Snail, sea",2054,2564
"FB 181","Table 5a",1987,"Morro Bay","Mollusks","Squid, market",790,40
"FB 181","Table 5a",1987,"Morro Bay","Rockfish","Rockfish, blackgill",11992,5532
"FB 181","Table 5a",1987,"Morro Bay","Rockfish","Rockfish, blue",479,203
"FB 181","Table 5a",1987,"Morro Bay","Rockfish","Rockfish, brown",120,102
"FB 181","Table 5a",1987,"Morro Bay","Rockfish","Rockfish, chilipepper",1820,605
"FB 181","Table 5a",1987,"Morro Bay","Rockfish","Rockfish, China",2,2
"FB 181","Table 5a",1987,"Morro Bay","Rockfish","Rockfish, copper (whitebelly)",689,646
"FB 181","Table 5a",1987,"Morro Bay","Rockfish","Rockfish, cowcod",6998,5548
"FB 181","Table 5a",1987,"Morro Bay","Rockfish","Rockfish, group bocaccio/chilipepper",569821,253246
"FB 181","Table 5a",1987,"Morro Bay","Rockfish","Rockfish, group bolina",15537,7933
"FB 181","Table 5a",1987,"Morro Bay","Rockfish","Rockfish, group gopher",33162,32030
"FB 181","Table 5a",1987,"Morro Bay","Rockfish","Rockfish, group red",153579,125076
"FB 181","Table 5a",1987,"Morro Bay","Rockfish","Rockfish, group rosefish",228954,53747
"FB 181","Table 5a",1987,"Morro Bay","Rockfish","Rockfish, group small",85246,27321
"FB 181","Table 5a",1987,"Morro Bay","Rockfish","Rockfish, olive",12,5
"FB 181","Table 5a",1987,"Morro Bay","Rockfish","Rockfish, Pacific ocean perch",127,158
"FB 181","Table 5a",1987,"Morro Bay","Rockfish","Rockfish, splitnose",760,304
"FB 181","Table 5a",1987,"Morro Bay","Rockfish","Rockfish, unspecified",1106290,484167
"FB 181","Table 5a",1987,"Morro Bay","Rockfish","Rockfish, widow",13181,5931
"FB 181","Table 5a",1987,"Morro Bay","Rockfish","Rockfish, yellowtail",47,39
"FB 181","Table 5a",1987,"San Diego","Crustaceans","Crab, box",75,60
"FB 181","Table 5a",1987,"San Diego","Crustaceans","Crab, claws",4057,1047
"FB 181","Table 5a",1987,"San Diego","Crustaceans","Crab, Dungeness",20,5
"FB 181","Table 5a",1987,"San Diego","Crustaceans","Crab, king",103,103
"FB 181","Table 5a",1987,"San Diego","Crustaceans","Crab, rock unspecified",248162,241646
"FB 181","Table 5a",1987,"San Diego","Crustaceans","Crab, spider",9152,4285
"FB 181","Table 5a",1987,"San Diego","Crustaceans","Crab, tanner",3,2
"FB 181","Table 5a",1987,"San Diego","Crustaceans","Lobster, California spiny",187284,878525
"FB 181","Table 5a",1987,"San Diego","Crustaceans","Prawn, ridgeback",2170,13264
"FB 181","Table 5a",1987,"San Diego","Crustaceans","Prawn, spot",12001,84293
"FB 181","Table 5a",1987,"San Diego","Crustaceans","Shrimp, coonstriped",475,716
"FB 181","Table 5a",1987,"San Diego","Crustaceans","Shrimp, ghost",16,32
"FB 181","Table 5a",1987,"San Diego","Crustaceans","Shrimp, Pacific Ocean",221,198
"FB 181","Table 5a",1987,"San Diego","Crustaceans","Shrimp, red rock",242,1755
"FB 181","Table 5a",1987,"San Diego","Crustaceans","Shrimp, unspecified",1125,8381
"FB 181","Table 5a",1987,"San Diego","Echinoderms","Sea cucumber, unspecified",100,80
"FB 181","Table 5a",1987,"San Diego","Echinoderms","Urchin, red",842956,414530
"FB 181","Table 5a",1987,"San Diego","Fish","Anchovy, northern",32,11
"FB 181","Table 5a",1987,"San Diego","Fish","Barracuda, California",1678,1401
"FB 181","Table 5a",1987,"San Diego","Fish","Bass, barred sand",20,20
"FB 181","Table 5a",1987,"San Diego","Fish","Bass, giant sea",2922,4504
"FB 181","Table 5a",1987,"San Diego","Fish","Bonito, Pacific",25683,7970
"FB 181","Table 5a",1987,"San Diego","Fish","Butterfish (Pacific pompano)",11,6
"FB 181","Table 5a",1987,"San Diego","Fish","Cabezon",30,24
"FB 181","Table 5a",1987,"San Diego","Fish","Cod, Pacific",55,41
"FB 181","Table 5a",1987,"San Diego","Fish","Corbina, California",43,65
"FB 181","Table 5a",1987,"San Diego","Fish","Croaker, white",2774,1764
"FB 181","Table 5a",1987,"San Diego","Fish","Dolphin (fish)",714,357
"FB 181","Table 5a",1987,"San Diego","Fish","Fish, unspecified",427,264
"FB 181","Table 5a",1987,"San Diego","Fish","Flounder, starry",665,266
"FB 181","Table 5a",1987,"San Diego","Fish","Flounder, unspecified",12,16
"FB 181","Table 5a",1987,"San Diego","Fish","Grouper",106,69
"FB 181","Table 5a",1987,"San Diego","Fish","Guitarfish, shovelnose",339,133
"FB 181","Table 5a",1987,"San Diego","Fish","Halfmoon",1950,1172
"FB 181","Table 5a",1987,"San Diego","Fish","Halibut, California",79506,168492
"FB 181","Table 5a",1987,"San Diego","Fish","Lingcod",2169,1374
"FB 181","Table 5a",1987,"San Diego","Fish","Louvar",3980,7622
"FB 181","Table 5a",1987,"San Diego","Fish","Mackerel, jack",1793,967
"FB 181","Table 5a",1987,"San Diego","Fish","Mackerel, Pacific",14980,5085
"FB 181","Table 5a",1987,"San Diego","Fish","Mackerel, unspecified",6461,2604
"FB 181","Table 5a",1987,"San Diego","Fish","Midshipman, plainfin",37,18
"FB 181","Table 5a",1987,"San Diego","Fish","Mullet, striped",17132,12832
"FB 181","Table 5a",1987,"San Diego","Fish","Opah",47487,23588
"FB 181","Table 5a",1987,"San Diego","Fish","Opaleye",446,284
"FB 181","Table 5a",1987,"San Diego","Fish","Queenfish",11,6
"FB 181","Table 5a",1987,"San Diego","Fish","Sablefish",47699,15562
"FB 181","Table 5a",1987,"San Diego","Fish","Salmon",69,276
"FB 181","Table 5a",1987,"San Diego","Fish","Salmon, Chinook",318,1034
"FB 181","Table 5a",1987,"San Diego","Fish","Sanddab",4255,4134
"FB 181","Table 5a",1987,"San Diego","Fish","Sardine, Pacific",67,34
"FB 181","Table 5a",1987,"San Diego","Fish","Scorpionfish, California",9244,10550
"FB 181","Table 5a",1987,"San Diego","Fish","Seabass, white",10790,22054
"FB 181","Table 5a",1987,"San Diego","Fish","Shark, bigeye thresher",15850,13298
"FB 181","Table 5a",1987,"San Diego","Fish","Shark, blue",597,323
"FB 181","Table 5a",1987,"San Diego","Fish","Shark, brown smoothhound",2736,1983
"FB 181","Table 5a",1987,"San Diego","Fish","Shark, leopard",3784,3191
"FB 181","Table 5a",1987,"San Diego","Fish","Shark, Pacific angel",25551,14337
"FB 181","Table 5a",1987,"San Diego","Fish","Shark, pelagic thresher",2294,1842
"FB 181","Table 5a",1987,"San Diego","Fish","Shark, shortfin mako",147898,173319
"FB 181","Table 5a",1987,"San Diego","Fish","Shark, smooth hammerhead",814,411
"FB 181","Table 5a",1987,"San Diego","Fish","Shark, soupfin",52850,50396
"FB 181","Table 5a",1987,"San Diego","Fish","Shark, spiny dogfish",150,44
"FB 181","Table 5a",1987,"San Diego","Fish","Shark, thresher",147260,230566
"FB 181","Table 5a",1987,"San Diego","Fish","Shark, unspecified",471,861
"FB 181","Table 5a",1987,"San Diego","Fish","Shark, white",358,296
"FB 181","Table 5a",1987,"San Diego","Fish","Sheephead, California",2056,875
"FB 181","Table 5a",1987,"San Diego","Fish","Silversides",50,25
"FB 181","Table 5a",1987,"San Diego","Fish","Skate, unspecified",196,71
"FB 181","Table 5a",1987,"San Diego","Fish","Smelt, night",2,2
"FB 181","Table 5a",1987,"San Diego","Fish","Sole, butter",489,124
"FB 181","Table 5a",1987,"San Diego","Fish","Sole, Dover",630,158
"FB 181","Table 5a",1987,"San Diego","Fish","Sole, English",2648,1036
"FB 181","Table 5a",1987,"San Diego","Fish","Sole, petrale",1012,744
"FB 181","Table 5a",1987,"San Diego","Fish","Sole, rex",495,183
"FB 181","Table 5a",1987,"San Diego","Fish","Sole, rock",17,12
"FB 181","Table 5a",1987,"San Diego","Fish","Sole, sand",2725,1908
"FB 181","Table 5a",1987,"San Diego","Fish","Sole, unspecified",3116,2527
"FB 181","Table 5a",1987,"San Diego","Fish","Sunfish, ocean",245,341
"FB 181","Table 5a",1987,"San Diego","Fish","Surfperch, unspecified",22104,14058
"FB 181","Table 5a",1987,"San Diego","Fish","Swordfish",814469,3309084
"FB 181","Table 5a",1987,"San Diego","Fish","Tuna, albacore",71889,56436
"FB 181","Table 5a",1987,"San Diego","Fish","Tuna, bigeye",32950,62534
"FB 181","Table 5a",1987,"San Diego","Fish","Tuna, blackfin",1142,857
"FB 181","Table 5a",1987,"San Diego","Fish","Tuna, bluefin",136065,173210
"FB 181","Table 5a",1987,"San Diego","Fish","Tuna, skipjack",597180,331
"FB 181","Table 5a",1987,"San Diego","Fish","Tuna, unspecified",7294,10809
"FB 181","Table 5a",1987,"San Diego","Fish","Tuna, yellowfin",2591073,27906
"FB 181","Table 5a",1987,"San Diego","Fish","Turbot",85,68
"FB 181","Table 5a",1987,"San Diego","Fish","Wahoo",10,10
"FB 181","Table 5a",1987,"San Diego","Fish","Whitefish, ocean",2568,1895
"FB 181","Table 5a",1987,"San Diego","Fish","Whiting, Pacific",220,67
"FB 181","Table 5a",1987,"San Diego","Fish","Yellowtail",19425,20439
"FB 181","Table 5a",1987,"San Diego","Mollusks","Abalone, black",712,1831
"FB 181","Table 5a",1987,"San Diego","Mollusks","Abalone, green",492,1274
"FB 181","Table 5a",1987,"San Diego","Mollusks","Abalone, pink",408,1571
"FB 181","Table 5a",1987,"San Diego","Mollusks","Abalone, red",11606,43257
"FB 181","Table 5a",1987,"San Diego","Mollusks","Mussel",45,34
"FB 181","Table 5a",1987,"San Diego","Mollusks","Octopus, unspecified",60,64
"FB 181","Table 5a",1987,"San Diego","Mollusks","Snail, sea",110,37
"FB 181","Table 5a",1987,"San Diego","Mollusks","Squid, market",6025,1436
"FB 181","Table 5a",1987,"San Diego","Plants","Kelp",1080,810
"FB 181","Table 5a",1987,"San Diego","Rockfish","Rockfish, bank",12230,5741
"FB 181","Table 5a",1987,"San Diego","Rockfish","Rockfish, blackgill",54461,30228
"FB 181","Table 5a",1987,"San Diego","Rockfish","Rockfish, blue",3295,1549
"FB 181","Table 5a",1987,"San Diego","Rockfish","Rockfish, copper",560,588
"FB 181","Table 5a",1987,"San Diego","Rockfish","Rockfish, cowcod",40324,39468
"FB 181","Table 5a",1987,"San Diego","Rockfish","Rockfish, group bocaccio/chilipepper",109667,61913
"FB 181","Table 5a",1987,"San Diego","Rockfish","Rockfish, group bolina",258,193
"FB 181","Table 5a",1987,"San Diego","Rockfish","Rockfish, group red",73968,57308
"FB 181","Table 5a",1987,"San Diego","Rockfish","Rockfish, group rosefish",27615,8387
"FB 181","Table 5a",1987,"San Diego","Rockfish","Rockfish, pink",13,10
"FB 181","Table 5a",1987,"San Diego","Rockfish","Rockfish, rosy",3083,1038
"FB 181","Table 5a",1987,"San Diego","Rockfish","Rockfish, splitnose",841,252
"FB 181","Table 5a",1987,"San Diego","Rockfish","Rockfish, unspecified",895073,514355
"FB 181","Table 5a",1987,"San Francisco","Crustaceans","Crab, claws",1447,1274
"FB 181","Table 5a",1987,"San Francisco","Crustaceans","Crab, Dungeness",1401375,2244755
"FB 181","Table 5a",1987,"San Francisco","Crustaceans","Crab, rock unspecified",25510,45934
"FB 181","Table 5a",1987,"San Francisco","Crustaceans","Crab, tanner",3,2
"FB 181","Table 5a",1987,"San Francisco","Crustaceans","Crustacean, unspecified",40,3257
"FB 181","Table 5a",1987,"San Francisco","Crustaceans","Prawn, spot",120,369
"FB 181","Table 5a",1987,"San Francisco","Crustaceans","Shrimp, bay",91546,211956
"FB 181","Table 5a",1987,"San Francisco","Crustaceans","Shrimp, brine",96906,1431
"FB 181","Table 5a",1987,"San Francisco","Crustaceans","Shrimp, Pacific Ocean",18952,5472
"FB 181","Table 5a",1987,"San Francisco","Crustaceans","Shrimp, unspecified",15990,78428
"FB 181","Table 5a",1987,"San Francisco","Echinoderms","Urchin, red",36551,7009
"FB 181","Table 5a",1987,"San Francisco","Fish","Anchovy, northern",935573,105435
"FB 181","Table 5a",1987,"San Francisco","Fish","Bonito, Pacific",52,11
"FB 181","Table 5a",1987,"San Francisco","Fish","Butterfish (Pacific pompano)",2199,1832
"FB 181","Table 5a",1987,"San Francisco","Fish","Cabezon",4183,1076
"FB 181","Table 5a",1987,"San Francisco","Fish","Cod, Pacific",1443,474
"FB 181","Table 5a",1987,"San Francisco","Fish","Croaker, unspecified",80,32
